BuscoID,BUSCO_hg38,BUSCO_aRhiBiv1,BUSCO_bCalAnn1,BUSCO_bStrHab1,BUSCO_bTaeGut2,BUSCO_fAnaTes1,BUSCO_fArcCen1,BUSCO_fAstCal1,BUSCO_fCotGob3,BUSCO_fGouWil2,BUSCO_fMasArm1,BUSCO_mLynCan4,BUSCO_mOrnAna1,BUSCO_mPhyDis1,BUSCO_mRhiFer1,BUSCO_rGopEvg1,BUSCO_sAmbRad1
EOG090B02PV,chr3&125232341,chr12&65863407,chr7&9778139,chr5&52713770,chr7&3961161,chr21&15598761,chr21&13366632,chr16&23509083,chr21&11785203,chr21&9523141,chr21&11224386,chrC2&88164837,chr4&81579284,chr2&104415048,chr2&49654698,chr11&68004981,chr16&19400139
EOG090B05WE,chr3&128081250,chr4&418398602,chr12&10087245,chr11&38021876,chr12&11407351,chr5&12305052,chr5&17148887,chr5&21356180,chr5&18380823,chr5&20427021,chr5&27350558,chrA2&57847888,chrX1&89033741,chr9&56624169,chr19&1218186,chr7&108048107,chr18&27278270
EOG090B043X,chr3&128620411,chr4&416797852,chr12&9695796,chr11&38403415,chr12&11830211,chr5&6893021,chr5&9036832,chr5&28861226,chr5&7845719,chr5&37158620,chr5&21684500,chrA2&57352558,chrX1&89946536,chr9&57410225,chr19&658639,chr7&107394272,chr18&26783758
EOG090B08B2,chr3&129279733,chr1&772737128,chr12&9642605,chr11&38461983,chr12&11867769,chr5&6884228,chr5&9023393,chr5&28876880,chr5&7836053,chr5&37187978,chr5&21675723,chrA2&57102851,chrX1&90115484,chr9&57618921,chr19&398793,chr7&107298419,chr18&28833878
EOG090B00L4,chr3&130679315,chr2&244453778,chr2&55928478,chr1&141411988,chr2&43524992,chr16&1105850,chr16&34985154,chr11&35779967,chr16&363915,scaffold_3_arrow_ctg1&1225692,chr16&25090968,chrC2&26771618,chr8&40075683,chr7&28371975,chr17&31795868,chr2&79007696,chr2&147443178
EOG090B08Y1,chr3&132660538,chr2&238856621,chr2&55204546,chr1&143600632,chr2&44227888,chr2&22657579,chr20&24396296,chr9&19140278,chr20&3491844,chr20&15415024,chr20&9198883,chrC2&28677169,chr8&38953945,chr7&29926829,chr17&33223251,chr2&80309111,chr2&120455391
EOG090B00RM,chr3&132677313,chr2&238896021,chr2&55174077,chr1&143568361,chr2&44239236,chr2&22647995,chr20&24385947,chr9&19145031,chr20&3495832,chr20&15400066,chr20&9202488,chrC2&28697539,chr8&38910108,chr7&29948084,chr17&33242333,chr2&80331915,chr2&120482479
EOG090B0A1V,chr3&136976350,chr9&132123316,chr14&14048187,chr4&74950502,chr14&13281034,chr17&21448189,chr17&33794330,chr18&2749696,chr17&683882,chr17&7630749,chr17&23203968,chrC2&32687791,chr1&168877071,chr7&33457973,chr17&36531974,chr10&55159306,chr14&13681624
EOG090B05OQ,chr3&141260176,chr9&144806396,chr9&2942591,chr8&44575970,chr9&7189886,chr13&8617394,chr13&40577493,chr14&31571377,chr13&1841880,chr13&41151798,chr13&550294,chrC2&36656037,chr1&115211342,chr7&36825893,chr17&39747500,chr9&40529250,chr13&4086842
EOG090B0EHL,chr3&149474878,chr9&210021461,chr9&25527110,chr8&24278015,chr9&25766306,chr4&21263270,chr4&8349850,chr17&10649413,chr4&11414455,chr4&9111860,chr4&4417366,chrC2&44140316,chr1&101627303,chr2&59553253,chr2&8592174,chr9&29078083,chr13&40166235
EOG090B07WV,chr3&152835783,chr9&217748629,chr9&24997961,chr8&25082364,chr9&25356448,chr13&19598630,chr13&22851559,chr14&14810734,chr13&13074155,chr13&14091320,chr13&11557977,chrC2&47370451,chr1&111126003,chr2&20948312,chr2&85231492,chr9&27059696,chr13&37343067
EOG090B09OI,chr3&157436934,chr9&173734821,chr9&24301602,chr8&26107428,chr9&24777138,chr13&12816539,chr13&33493025,chr14&24990187,chr13&3786915,chr13&23820701,chr13&4669449,chrC2&51526313,chr1&152431062,chr2&24161382,chr2&81819483,chr9&24537958,chr13&11716078
EOG090B07D6,chr3&158802153,chr9&265640556,chr9&23950966,chr8&26534156,chr9&24463222,chr13&19432173,chr13&23052800,chr14&15033280,chr13&12885737,chr13&14338208,chr13&11383351,chrC2&52837943,chr1&153873379,chr2&25192608,chr2&80679379,chr9&23585066,chr13&7294511
EOG090B059X,chr3&161212345,chr9&262930215,chr9&23446572,chr8&27152105,chr9&23723135,chr13&19015374,chr13&23504682,chr14&15467182,chr13&12537149,chr13&15090269,chr13&11030056,chrC2&55146353,chr1&156123259,chr2&27028958,chr2&78767454,chr9&21966167,chr13&8720474
EOG090B07FN,chr3&167789129,chr9&255902791,chr9&21898008,chr8&29070088,chr9&22356346,chr13&12861403,chr13&33401777,chr14&25051485,chr13&3726852,chr13&23744210,chr13&4718330,chrC2&61002272,chr1&161438550,chr2&31154083,chr2&74058275,chr9&18468008,chr13&11328477
EOG090B01C2,chr3&169084909,chr15&71470104,chr9&21521443,chr8&29457570,chr9&21994639,chr13&13668754,chr7&24278584,chr14&26409136,chr13&2927730,chr7&35715633,chr13&5541898,chrC2&62197344,chr1&162715023,chr2&32192338,chr2&72944620,chr9&17846987,chr13&48253156
EOG090B0C2B,chr3&169966823,chr9&253499570,chr9&21133507,chr8&29912325,chr9&21596257,chr17&15701549,chr17&23598563,chr18&12421578,chr17&6915954,chr17&16098408,chr17&17874062,chrC2&63054171,chr1&135622694,chr2&32978913,chr2&72218268,chr9&17192448,chr13&36180919
EOG090B036R,chr3&170360332,chr9&253044279,chr9&21044653,chr8&30022756,chr9&21508467,chr17&15730609,chr17&23647954,chr18&12367969,chr17&6867125,chr17&16149564,chr17&17900169,chrC2&63369985,chr1&136034872,chr2&33273045,chr2&71946124,chr9&16950459,chr13&36444727
EOG090B03ZI,chr3&180602262,chr9&240494392,chr9&18182104,chr8&33368802,chr9&18541307,chr4&21770687,chr4&7704494,chr17&9851570,chr4&10741743,chr4&6170181,chr4&3893363,chrC2&72618109,chr1&145518380,chr2&41408777,chr2&63722855,chr9&11224403,chr13&56192725
EOG090B0144,chr3&182808200,chr5&354293885,chr9&17368572,chr8&34216294,chr9&17719893,chr4&21445387,chr4&8031459,chr17&10380856,chr4&11128979,chr4&6623782,chr4&4209021,chrC2&74696724,chr1&147812153,chr2&43182607,chr2&61860726,chr1&109670708,chr13&58152811
EOG090B02O0,chr3&183015438,chr9&236770370,chr9&17315111,chr8&34323362,chr9&17668169,chr4&21418899,chr4&8088706,chr17&10427854,chr4&11188609,chr4&6695324,chr4&4250018,chrC2&74903846,chr1&148030507,chr2&43349816,chr2&61724613,chr9&9816951,chr13&58474866
EOG090B037B,chr3&184135386,chr9&180592554,chr9&16559856,chr8&35135892,chr9&16909347,chr17&5570997,chr17&8044553,chr18&27592122,chr17&18643742,chr17&11709909,chr17&7343757,chrC2&75933581,chr1&132247688,chr2&44154838,chr2&60972039,chr9&7965003,chr13&35749780
EOG090B04A5,chr3&186551150,chr6&205093619,chr9&9593322,chr8&11552246,chr9&4882218,chr21&3192258,chr21&34298892,chr16&10768137,chr21&700794,chr21&32148111,chr21&23825170,chrC2&78094402,chr1&135225019,chr2&46267354,chr2&59044443,chr9&52782418,chr7&2931001
EOG090B08LO,chr3&186789969,chr9&235639938,chr9&17123607,chr8&34560907,chr9&17472434,chr4&1888582,chr4&2918210,chr23&16719380,chr4&2039688,chr4&42985104,chr4&15206182,chrC2&78287948,chr1&148685516,chr2&46511948,chr2&58759785,chr9&9442851,chr13&46154621
EOG090B036J,chr3&189844233,chr15&70935871,chr9&14566210,chr8&37222746,chr9&14903582,chr4&5412342,chr4&38219068,chr23&12656454,chr7&14226386,chr4&32853902,chr4&19360014,chrC2&80927196,chr7&45957691,chr2&48978024,chr2&56254437,chr9&4159746,chr13&33717155
EOG090B0FVM,chr3&193241418,chr9&192561934,chr9&13593105,chr8&24008023,chr9&13883841,chr4&13949185,chr4&18839578,chr23&96852,chr4&19927571,chr4&17432014,chr4&27657961,chrD1&107260612,chr3&15624174,chr2&51641054,chr2&53576384,chr9&2534427,chr13&16799816
EOG090B049R,chr3&194642068,chr9&230732768,chr9&13192836,chr8&23583032,chr9&13522095,chr4&14980367,chr4&17465794,chr15&36625373,chr4&18822161,chr4&15939606,chr4&10799390,chrC2&84964864,chr7&49484604,chr2&52828274,chr2&52396278,chr9&1563754,chr13&17277938
EOG090B07LT,chr3&195069715,chr9&231549976,chr9&13099945,chr8&23509084,chr9&13429258,chr4&14881501,chr4&17632520,chr15&36845527,chr4&18948116,chr4&16060662,chr4&10900976,chrC2&85344118,chr7&49932280,chr2&53163781,chr2&52066796,chr9&1281229,chr13&17396526
EOG090B0J4N,chr3&196708909,chr9&266370986,chr9&4872888,chr8&11931558,chr9&3987525,chr4&7208907,chr4&28106948,chr23&7471146,chr4&21016989,chr4&23619265,chr4&21223349,chrC2&86609356,chr1&164724054,chr2&106215531,chr2&50969064,chr9&56254009,chr13&30598733
EOG090B02TA,chr3&196987112,chr9&234614742,chr9&12760494,chr8&23143103,chr9&13087484,chr4&21076075,chr4&8644920,chr17&10988206,chr4&11640511,chr4&8882382,chr4&4589010,chrC2&86337147,chr7&50870102,chr2&106522742,chr2&51178376,chr9&209241,chr13&49535172
EOG090B0302,chr3&197960222,chr6&37591830,chr7&9574304,chr5&52498831,chr7&3741863,chr21&1066257,chr21&30463337,chr16&5721318,fCotGob3_385arrow_ctg1&70329,chr21&21519194,chr21&27575052,chrC2&87712652,chr1&184696050,chr2&104900756,chr2&50015938,chr11&67657248,chr7&55574010
EOG090B055J,chr4&1343142,chr1&233861516,chr4B&17246324,chr7&7393075,chr4&7218028,chr10&2203422,chr10&31502558,chr2&830517,chr10&27348604,chr10&8872982,chr10&26045535,chrB1&205247455,chr18&25438026,chr1&502276,chr5&87480989,chr5&16329869,chr1&165554005
EOG090B01BH,chr4&2621254,chr1&224495028,chr4B&15291454,chr7&9516404,chr4&9240286,chr1&7142338,chr1&11767312,chr6&28439400,chr1&6514108,chr1&16729261,chr1&4961315,chrB1&204165402,chr4&134382070,chr1&1154130,chr5&86592926,chr5&20069265,chr3&94269869
EOG090B0D8S,chr4&2742257,chr1&224298551,chr4B&15241470,chr7&9604465,chr4&9330875,chr1&7163350,chr1&11794075,chr6&28428803,chr1&6505548,chr1&16777089,chr1&4973792,chrB1&204147379,chr4&134279702,chr1&1216953,chr5&86567328,chr5&20191268,chr3&94217020
EOG090B0520,chr4&2818371,chr1&223892996,chr4B&15158414,chr7&9681884,chr4&9404979,chr22&17911925,chr12&22914478,chr7&34227606,chr12&3820395,chr12&5825622,chr12&4811009,chrB1&204052690,chr4&133997588,chr1&1254103,chr5&86504283,chr5&20355397,chr3&94089321
EOG090B082D,chr4&2930838,chr1&223335221,chr4B&15068443,chr7&9769749,chr4&9491565,chr9&19326696,chr9&3500372,chr12&28786414,chr9&19318538,chr9&10424817,chr9&20208639,chrB1&203966055,chr4&133824244,chr1&1345761,chr5&86420436,chr5&20531344,chr3&93950044
EOG090B04SP,chr4&4188803,chr1&205499202,chr4A&4472614,chr7&13825860,chr4&13353000,chr5&7982060,chr5&10907379,chr5&27275266,chr5&9236564,chr5&40214318,chr5&22846785,chrB1&199498402,chr4&125750974,chr1&3955966,chr5&82775359,chr5&27498477,chr1&30366205
EOG090B0GSF,chr4&4237836,chr1&205722345,chr4A&4463809,chr7&13816361,chr4&13343161,chr5&7970989,chr5&10921594,chr5&27309131,chr5&9222011,chr5&40205842,chr5&22846785,chrB1&199562816,chr4&125798674,chr1&3943455,chr5&82826128,chr5&27458428,chr1&30336643
EOG090B00UB,chr4&6804594,chr1&212187137,chr4A&3068781,chr7&12356018,chr4&11949521,chr18&28371910,scaffold_23_ctg1&1044417,chr3&5294904,chr18&6643061,chr18&23517698,chr18&3389918,chrB1&201682148,chr4&129043582,chr1&2710918,chr5&84446827,chr5&24824580,chr1&45508771
EOG090B08MD,chr4&7043580,chr1&212688709,chr4A&2990384,chr7&12267662,chr4&11866114,chr18&28458145,scaffold_23_ctg1&894292,chr3&5473343,chr18&378151,chr18&22720614,chr18&3300968,chrB1&201889863,chr4&129269348,chr1&2546819,chr5&84609109,chr5&24682862,chr1&28469170
EOG090B00VN,chr4&7647372,chr1&214405436,chr4B&13327897,chr7&11670267,chr4&11289041,chr18&28685429,scaffold_23_ctg1&424036,chr3&5804291,chr18&42673,chr18&22219539,chr18&2968677,chrD2&22882697,chr4&130350897,chr1&2306888,chr5&85017634,chr5&23732675,chr1&29091924
EOG090B03XT,chr4&8434499,chr1&216540526,chr4B&13861972,chr7&11172712,chr4&10825983,chr18&17389112,Super_Scaffold_8&23418179,chr3&16065915,chr18&9533516,chr18&9447804,chr18&12752748,chrB1&202833429,chr4&131315316,chr1&1922179,chr5&85535700,chr5&22871079,chr1&23723620
EOG090B00O2,chr4&15497889,chr1&197506537,chr4A&6328295,chr7&15742402,chr4&15236786,chr4&6352683,chr4&29426150,chr23&8704542,fCotGob3_149arrow_ctg1&117621,chr4&30377878,chr4&20360259,chrB1&194552891,chr4&120389580,chr1&7503042,chr5&78716209,chr5&30499342,chr1&82420382
EOG090B0587,chr4&17577466,chr1&194419332,chr4A&7131911,chr7&16584462,chr4&16033146,chr1&7899896,chr1&13011590,chr6&27184171,chr1&5741468,chr1&18418695,chr1&5696992,chrB1&192638792,chr18&39412690,chr1&8887568,chr5&77166888,chr5&31830098,chr1&83748704
EOG090B00TE,chr4&22387705,chr1&187559304,chr4A&8621901,chr7&18242912,chr4&17649791,chr18&15321265,scaffold_23_ctg1&6837274,chr3&12802441,chr18&1942188,chr18&13979864,chr18&14906779,chrB1&188229446,chr18&36946561,chr1&12278402,chr5&73447050,chr2&161972503,chr1&87846015
EOG090B063A,chr4&25123931,chr1&183071826,chr4A&9569700,chr7&19228931,chr4&18619252,chr18&14898444,scaffold_23_ctg1&6177736,chr3&12091409,chr18&2383786,chr18&14696847,chr18&15312535,chrB1&185947207,chr18&35530467,chr1&14389866,chr5&71279085,chr5&36125185,chr1&89830409
EOG090B00B0,chr4&37413475,chr1&164295738,chr4A&13163376,chr7&23538237,chr4&22393176,chr18&18030159,Super_Scaffold_8&22380241,chr3&17330245,chr18&10061627,chr18&10287038,chr18&12214138,chrB1&174946582,chr18&29581579,chr1&22564739,chr5&62276839,chr5&43656181,chr1&99060658
EOG090B01MG,chr4&39288761,chr1&161225464,chr4A&13745689,chr7&24190156,chr4&23010725,chr1&12882643,chr1&20657772,chr6&19893375,chr1&10050917,chr1&29092513,chr1&10763480,chrB1&173286367,chr18&28869667,chr1&23879918,chr5&60931275,chr5&44867498,chr1&100413494
EOG090B07UK,chr4&39459118,chr1&160804258,chr4A&13810491,chr7&24259974,chr4&23071582,chr1&12877913,chr1&20644885,chr6&19911368,chr1&10033302,chr1&29116339,chr1&10744495,chrB1&173165344,chr18&28814499,chr1&24004856,chr5&14672949,chr5&45013030,chr1&100589621
EOG090B0DYF,chr4&40243387,chr1&158462885,chr4A&14112496,chr7&24576170,chr4&23435820,chr1&12817383,chr1&20560970,chr6&20011201,chr1&9956776,chr1&29235015,chr1&10671450,chrB1&172484088,chr18&28450224,chr1&24574260,chr5&14133585,chr5&45586617,chr1&101167234
EOG090B0BMG,chr4&41935485,chr1&155082683,chr4A&14795460,chr7&25289447,chr4&24110705,chr10&20012871,chr10&3645273,chr2&7310665,chr10&3434820,chr10&37605692,chr10&4364385,chrB1&170955118,chr12&59765642,chr1&25858929,chr5&12728129,chr5&46787224,chr1&102782335
EOG090B07Y3,chr4&42001654,chr1&154738491,chr4A&14813877,chr7&25308785,chr4&24129195,chr10&17158215,chr10&8236481,chr2&37079948,chr10&6543003,chr10&32854475,chr10&7256523,chrB1&170858857,chr12&59783605,chr1&25913210,chr5&12628584,chr5&46809800,chr1&102914943
EOG090B058E,chr4&48352580,chr1&145027822,chr4A&16726467,chr7&27468601,chr4&26116720,chr4&6481629,chr4&29212997,chr23&8478859,chr21&20180241,chr4&30068711,chr4&20501557,chrB1&165280464,chr12&60377377,chr1&29949083,chr5&8054798,chr5&50750237,chr1&107571269
EOG090B07D4,chr4&48483562,chr1&144862127,chr4A&16775713,chr7&27516195,chr4&26165244,chr4&6496469,chr4&29205115,chr23&8471254,chr22&11945111,chr22&24337064,chr4&20520458,chrB1&165208628,chr12&59336582,chr1&30035914,chr5&8016282,chr5&50843732,chr1&107647617
EOG090B0A07,chr4&52023957,chr1&143250349,chr4A&17071990,chr7&27828797,chr4&26470753,chr4&6587855,chr4&29090800,chr23&8359678,chr4&20351189,chr4&29864514,chr4&20611199,chrB1&164482511,chr12&59277969,chr1&30595928,chr5&7433258,chr5&51540868,chr1&108210451
EOG090B08KB,chr4&52059632,chr1&143016685,chr4A&17078258,chr7&27835192,chr4&26481863,chr4&6583819,chr4&29078419,chr23&8354994,chr4&20355730,chr4&29845708,chr4&20614545,chrB1&164435376,chr12&59253046,chr1&30625434,chr5&14824350,chr5&51589525,chr1&108269627
EOG090B01FF,chr4&56338402,chr1&135551183,chr4A&18548735,chr7&29359848,chr4&27941263,chr4&6999384,chr4&28524803,chr23&7785662,chr4&20799910,chr4&23244961,chr4&21023865,chrB1&160764466,chr12&58015461,chr1&33593916,chr5&18266299,chr5&54386183,chr1&111060472
EOG090B041K,chr4&56467636,chr1&388642850,chr4A&35335475,chr7&47150808,chr4&45025515,chr10&21087816,chr10&2018882,chr2&8912647,chr10&2197722,chr10&39581097,chr10&3260855,chrB1&160659257,chr10&970447,chr1&33695357,chr5&18352994,chr5&142728358,chr1&35111942
EOG090B00VK,chr4&56978986,chr1&382058060,chr4A&35409752,chr7&47226245,chr4&54352461,chr9&28446830,chr10&39254849,chr2&16901752,fCotGob3_253arrow_ctg1&2482,chr10&40479844,chr10&3176206,chrB1&160216254,chr10&1172141,chr1&34039650,chr5&18692773,chr5&142487067,chr1&48403125
EOG090B0ADH,chr4&70688678,chr15&59779085,chr4A&1657517,chr7&69687415,chr4&68301036,chr5&15664529,chr5&22144598,chr5&17055587,chr5&14146239,chr5&14709104,chr5&10928527,chrB1&148931254,chr10&6877383,chr1&43786259,chr5&28570974,chr5&131396667,chr31&29504010
EOG090B0CGU,chr4&73058114,chr2&819573396,chr4A&1150134,chr3&86387360,chr4&68649415,chr9&28483174,chr10&39283710,chr2&16955267,fCotGob3_253arrow_ctg1&36089,chr10&40494483,chr10&3166175,chrB1&146972906,chr10&7762825,chr1&45421576,chr5&30241992,chr5&132892374,chr13&25621936
EOG090B0AQH,chr4&75482538,chr1&334268611,chr4A&2797311,chr3&86856853,chr4&67626451,chr9&3867741,chr9&26065310,chr12&4748590,chr9&1963302,chr9&17073318,chr9&4128916,chrB1&144984763,chr10&8609701,chr1&47173503,chr5&31940001,chr5&134135828,chr1&32244621
EOG090B07RF,chr4&77043096,chr1&349732965,chr4A&2015930,chr7&70088379,chr4&67982476,chr22&18716793,chr12&24154919,chr7&35505617,chr12&2838846,chr12&11876986,chr12&3798045,chrB1&143418274,chr10&10489712,chr1&48438492,chr5&33162045,chr5&130552170,chr1&76571169
EOG090B06OW,chr4&98323675,chr1&312159334,chr4A&39130763,chr7&51289747,chr4&50514231,chr18&29422270,scaffold_24_ctg1&1533081,chr3&1253048,chr18&8191558,chr18&26035426,chr18&2289496,chrB1&123712192,chr12&49811612,chr1&91168461,chr5&50164378,chr5&108131035,chr1&61577435
EOG090B01QK,chr4&99564096,chr1&310149164,chr4A&43608975,chr7&51602495,chr4&50258767,chr1&11220129,chr1&17915541,chr6&22589214,chr1&8166807,chr1&23803468,chr1&8942970,chrB1&122716441,chr12&49386507,chr1&90151815,chr5&51052064,chr5&108803792,chr1&61994533
EOG090B0JWN,chr4&102869085,chr1&305319598,chr4A&42837472,chr7&52625211,chr4&49298508,chr1&11434706,chr1&18225300,chr6&22229656,chr1&8400323,chr1&31314372,chr1&9127446,chrB1&119867721,chr12&47083586,chr1&87235485,chr5&53721363,chr5&110653986,chr1&34580627
EOG090B009Q,chr4&105230244,chr1&301369784,chr4A&42394990,chr7&53216584,chr4&48696492,chr1&10634424,chr1&16845218,chr6&23534312,chr1&2999239,chr1&22733319,chr1&8318777,chrB1&117926428,chr12&40742664,chr1&85535117,chr5&55297919,chr5&111818477,chr3&63737594
EOG090B0CYN,chr4&105682733,chr1&300750889,chr4A&42280886,chr7&53368457,chr4&48564950,chr1&10608072,chr1&16815104,chr6&23573164,chr1&3031160,chr1&22694935,chr1&8281624,chrB1&117508155,chr12&40322188,chr1&85148799,chr5&55670965,chr5&112032311,chr1&55705399
EOG090B01ET,chr4&110476415,chr1&286585707,chr4A&40754800,chr7&55275952,chr4&46683723,chr12&19034987,scaffold_44_ctg1&476326,chr19&29670258,chr22&20154389,chr22&4213695,chr22&20078640,chrB1&113234620,chr12&36067546,chr1&81114341,chr5&59495618,chr5&115270268,chr1&22902467
EOG090B04QH,chr4&114622881,chr1&8973747,chr4B&12432726,chr3&87796031,chr4&66868784,chr1&12175363,chr1&19492379,chr6&21072208,chr1&9240413,chr1&30199029,chr1&9955409,chrB1&109416850,chr12&33079978,chr8&806081,chr18&1197559,chr5&107081880,chr1&64238298
EOG090B07LW,chr4&118685535,chr1&4053161,chr4B&11248448,chr3&89030399,chr4&65877768,chr1&12043276,chr1&19271899,chr6&21255882,chr1&9098612,chr1&30437093,chr1&9796837,chrB1&105643733,chr12&51760214,chr8&1565039,chr18&2946674,chr5&104778397,chr1&66513033
EOG090B07LB,chr4&121801425,chr1&269562,chr4B&310190,chr3&84150482,chr4&65033015,chr1&23253095,chr1&36513380,chr6&5145658,chr1&21675320,chr1&43039956,chr1&15843820,chrB1&102928127,chr12&53483698,chr8&2544435,chr18&4664382,chr5&102979028,chr1&8113324
EOG090B05J9,chr4&127964261,chr1&19247703,chr4B&1935410,chr3&81562423,chr4&63044625,chr10&2443233,chr10&34919184,chr2&1993212,chr10&24745530,chr10&15352489,chr10&24701675,chrB1&97120900,chr6&48390801,chr8&5765219,chr18&8643545,chr5&98790311,chr1&2672995
EOG090B0404,chr4&128932810,chr1&21072435,chr4B&2113980,chr7&69403558,chr4&62814194,chr1&21996489,chr1&34175633,chr6&7191381,chr1&20082393,chr1&39909074,chr1&17104074,chrB1&96251505,chr6&48466829,chr8&6332898,chr18&9238485,chr5&98309481,chr1&45102513
EOG090B07U7,chr4&145639302,chr1&46613025,chr4B&7014576,chr7&63440411,chr4&58127629,chr1&8972903,chr1&14482462,chr6&25721717,chr1&4601055,chr1&20243134,chr1&6761208,chrB1&81629655,chr12&24974460,chr8&14758326,chr18&18901034,chr5&88283964,chr1&14584791
EOG090B0261,chr4&147638532,chr1&50070383,chr4B&7786210,chr7&62615765,chr4&58894612,chr1&8666276,chr1&14083900,chr6&26117470,chr1&4889588,chr1&19702847,chr1&6460992,chrB1&79768657,chr12&23717923,chr8&16110302,chr18&20307780,chr5&86994621,chr1&13069925
EOG090B04P0,chr4&154557576,chr1&62883061,chr4A&33325755,chr7&45160615,chr4&43117927,chr18&8765873,Super_Scaffold_8&6298831,chr3&37281107,fCotGob3_305arrow_ctg1&83881,chr18&348933,chr18&17364617,chrB1&73178051,chr12&19308475,chr8&20859311,chr18&25391195,chr5&82507460,chr1&31465294
EOG090B0F7R,chr4&163494350,chr1&78562140,chr4A&30319659,chr7&41957213,chr4&40087792,chr1&8033120,chr1&13210408,chr6&26991055,chr1&5574380,chr1&18700839,chr1&5830036,chrB1&64805353,chr12&13961917,chr8&22891006,chr18&53056675,chr5&76921369,chr1&16411219
EOG090B0CHF,chr4&165079658,chr1&80492681,chr4A&30010857,chr7&41558937,chr4&39632313,chr1&7993181,chr1&13158371,chr6&27036609,chr1&5612576,chr1&18632392,chr1&5792259,chrB1&63200947,chr12&13125323,chr8&21908326,chr3&76698858,chr5&76070532,chr1&28197803
EOG090B063E,chr4&165461409,chr8&168144612,chr4A&29870459,chr7&41408680,chr4&39497435,chr1&7866538,chr1&12962462,chr6&27219620,chr1&5772243,chr1&18350058,chr1&5667192,chrB1&62834173,chr12&12817045,chr8&21660501,chr18&46359292,chr5&75788380,chr28&35482913
EOG090B07YN,chr4&169729578,chr1&88508455,chr4A&28489744,chr7&39880278,chr4&38043155,chr1&13367393,chr1&21522351,chr6&19233500,chr1&10568103,chr1&28509227,chr1&11263132,chrB1&58818616,chr12&10030311,chr8&29827608,chr18&35732096,chr5&72946781,chr3&89702927
EOG090B0AXE,chr4&174299122,chr1&95889681,chr4A&26860646,chr7&38156587,chr4&36468389,chr1&26340539,scaffold_38_ctg1&2084108,chr6&39766293,chr1&25912334,chr1&2520060,chr1&12964682,chrB1&54280180,chr12&7002029,chr8&32811725,chr18&32507597,chr5&70037716,chr3&92381706
EOG090B00R0,chr4&176104291,chr1&98365648,chr4A&26225048,chr7&37409810,chr4&35816772,chr1&25745299,chr1&1138492,chr6&1289482,chr1&26348014,chr1&45317992,chr1&13216048,chrB1&7401679,chr12&5950653,chr11&91809474,chr4&83822978,chr5&68511923,chr3&124889531
EOG090B0G4P,chr4&183641436,chr1&113272183,chr4A&23344995,chr7&34406971,chr4&32648535,chr18&29847350,scaffold_24_ctg1&2502185,chr3&728592,chr18&7735123,scaffold_332_arrow_ctg1&863976,chr18&1805371,chrB1&14363353,chr12&1932682,chr11&87264524,chr4&77899122,chr5&63475414,chr3&107091719
EOG090B0J1Z,chr4&184559175,chr1&295881055,chr4A&41031529,chr7&54961955,chr4&47015695,chr10&18676415,chr10&5645599,chr2&5403426,chr10&4890058,chr10&35092076,chr10&5704824,chrB1&113867564,chr12&36638945,chr1&81662812,chr11&39947799,chr5&114755134,chr1&23551409
EOG090B030P,chr4&186069809,chr1&118334896,chr4A&22373750,chr7&33403847,chr4&31698947,chr1&7303322,chr1&12030206,chr6&28208778,chr1&6327673,chr1&17132877,chr1&5121500,chrB1&16606146,chr12&961296,chr11&85762433,chr4&76062505,chr5&61567050,chr3&109254634
EOG090B0GWT,chr4&186153737,chr17&9565194,chr5&2901895,chr4&65796604,chr5&7900381,chr3&25785958,scaffold_48_ctg1&1393724,chr1&18654,chr3&1398531,chr3&2731600,chr3&18272762,chrD1&112069439,chr3&32834290,chr6&168187388,chr11&3476299,chr4&87534433,chr20&6475717
EOG090B06T9,chr5&892999,chr2&358319527,chr2&59694138,chr1&96400101,chr2&73160948,chr16&12396275,chr16&22226793,chr11&18325949,chr16&12194472,chr16&16259255,chr16&188435,chrA1&239489175,chrX3&2395070,chr3&34196669,chr7&484480,chr2&115974541,chr2&143415952
EOG090B01FM,chr5&1253728,chr2&358075474,chr2&86829657,chr1&65655826,chr2&87821160,chr11&15973666,chr11&24975585,chr22&23385536,chr11&1903268,chr11&19090110,chr11&7353151,chrA1&239243819,chrX3&2900862,chr3&33928562,chr7&723650,chr2&125461702,chr2&83749074
EOG090B00CX,chr5&5445297,chr2&383141887,chr2&60102982,chr1&144530246,chr2&73904131,chr16&16198839,chr16&16412119,chr11&9988814,chr16&16477505,chr16&21175647,chr16&4026642,chrA1&236027080,chrX3&7017108,chr3&30985657,chr7&3409880,chr2&126644625,chr2&65865529
EOG090B0H3V,chr5&6353221,chr2&384532990,chr2&80811289,chr1&71838019,chr2&81718155,chr11&16703360,chr11&25976954,chr22&30432426,chr11&1280869,chr11&20556551,chr11&6626979,chrA1&235336105,chrX3&7469377,chr3&30361992,chr7&3952564,chr2&127391085,chr2&65581244
EOG090B02AB,chr5&6587452,chr2&385141355,chr2&80733261,chr1&71900036,chr2&81638767,chr11&16665232,chr11&25909968,chr22&30491070,chr11&1313344,chr11&20421193,chr11&6658528,chrA1&235203193,chrX3&7596401,chr3&30203951,chr7&4088521,chr2&127622691,chr2&65413816
