BuscoID,BUSCO_hg38,BUSCO_aRhiBiv1,BUSCO_bCalAnn1,BUSCO_bStrHab1,BUSCO_bTaeGut2,BUSCO_fAnaTes1,BUSCO_fArcCen1,BUSCO_fAstCal1,BUSCO_fCotGob3,BUSCO_fGouWil2,BUSCO_fMasArm1,BUSCO_mLynCan4,BUSCO_mOrnAna1,BUSCO_mPhyDis1,BUSCO_mRhiFer1,BUSCO_rGopEvg1,BUSCO_sAmbRad1
EOG090B00TE,chr4&22387705,chr1&187559304,chr4A&8621901,chr7&18242912,chr4&17649791,chr18&15321265,scaffold_23_ctg1&6837274,chr3&12802441,chr18&1942188,chr18&13979864,chr18&14906779,chrB1&188229446,chr18&36946561,chr1&12278402,chr5&73447050,chr2&161972503,chr1&87846015
EOG090B063A,chr4&25123931,chr1&183071826,chr4A&9569700,chr7&19228931,chr4&18619252,chr18&14898444,scaffold_23_ctg1&6177736,chr3&12091409,chr18&2383786,chr18&14696847,chr18&15312535,chrB1&185947207,chr18&35530467,chr1&14389866,chr5&71279085,chr5&36125185,chr1&89830409
EOG090B04UF,chr4&25312810,,chr4A&9613229,chr7&19278792,chr4&18664451,chr18&28968426,scaffold_23_ctg1&163127,chr3&254462,chr18&8806016,chr18&24328548,chr18&2778869,chrB1&185772958,chr18&35449028,chr1&14496691,chr5&71139170,chr5&36218773,chr1&90172243
EOG090B04PD,chr4&26606571,,chr4A&9946847,chr7&19634183,chr4&18980568,chr18&18997514,Super_Scaffold_8&20771392,chr3&18876483,chr18&11067649,chr18&8224579,chr18&11353126,chrB1&184607953,chr18&34774732,chr1&15424692,chr5&70155541,chr5&36791720,chr1&90995890
EOG090B02N1,chr4&36284080,chr1&165536435,chr4A&12898825,chr7&23202428,chr4&22144719,chr18&18175533,Super_Scaffold_8&22183842,chr3&17530579,chr18&10166797,chr18&10486605,chr18&12147105,chrB1&175863744,,chr1&21883849,chr5&63021101,chr5&43002088,chr1&98415307
EOG090B00B0,chr4&37413475,chr1&164295738,chr4A&13163376,chr7&23538237,chr4&22393176,chr18&18030159,Super_Scaffold_8&22380241,chr3&17330245,chr18&10061627,chr18&10287038,chr18&12214138,chrB1&174946582,chr18&29581579,chr1&22564739,chr5&62276839,chr5&43656181,chr1&99060658
EOG090B00PZ,chr4&38001698,,chr4A&13325673,chr7&23726055,chr4&22593290,chr1&13024966,chr1&20851721,chr6&19675294,chr1&10179732,chr1&28904535,chr1&10898357,chrB1&174355675,chr18&29288949,chr1&22960497,chr5&61777166,chr5&44015087,chr1&99427398
EOG090B06UC,chr4&38890185,chr1&162211772,chr4A&13584299,chr7&24023166,chr4&22864269,,chr1&20770352,,chr1&10136790,chr1&28999861,chr1&10850780,chrB1&173677173,chr18&29125216,chr1&23628574,chr5&61193871,chr5&44510855,
EOG090B01MG,chr4&39288761,chr1&161225464,chr4A&13745689,chr7&24190156,chr4&23010725,chr1&12882643,chr1&20657772,chr6&19893375,chr1&10050917,chr1&29092513,chr1&10763480,chrB1&173286367,chr18&28869667,chr1&23879918,chr5&60931275,chr5&44867498,chr1&100413494
EOG090B07UK,chr4&39459118,chr1&160804258,chr4A&13810491,chr7&24259974,chr4&23071582,chr1&12877913,chr1&20644885,chr6&19911368,chr1&10033302,chr1&29116339,chr1&10744495,chrB1&173165344,chr18&28814499,chr1&24004856,chr5&14672949,chr5&45013030,chr1&100589621
EOG090B0DYF,chr4&40243387,chr1&158462885,chr4A&14112496,chr7&24576170,chr4&23435820,chr1&12817383,chr1&20560970,chr6&20011201,chr1&9956776,chr1&29235015,chr1&10671450,chrB1&172484088,chr18&28450224,chr1&24574260,chr5&14133585,chr5&45586617,chr1&101167234
EOG090B04H7,chr4&40425904,chr7&213839616,chr6&15877703,chr5&40925650,chr6&3777492,chr19&17967550,chr19&22103977,chr8&740748,chr19&20877856,chr19&8964608,chr19&19471146,chrD2&80547631,chr3&108765245,chr5&141955043,chr16&33898706,chr5&45706740,chr15&48063278
EOG090B0D0I,chr4&41256977,chr1&156295178,chr4A&14488841,chr7&24972782,chr4&23814715,chr1&7960324,chr5&34582129,chr6&27080962,chr1&5657153,chr1&18577968,chr1&5756381,chrC1&89756775,chr12&59574103,,chr5&13337654,chr5&46296234,chr1&102119254
EOG090B0BMG,chr4&41935485,chr1&155082683,chr4A&14795460,chr7&25289447,chr4&24110705,chr10&20012871,chr10&3645273,chr2&7310665,chr10&3434820,chr10&37605692,chr10&4364385,chrB1&170955118,chr12&59765642,chr1&25858929,chr5&12728129,chr5&46787224,chr1&102782335
EOG090B07Y3,chr4&42001654,chr1&154738491,chr4A&14813877,chr7&25308785,chr4&24129195,chr10&17158215,chr10&8236481,chr2&37079948,chr10&6543003,chr10&32854475,chr10&7256523,chrB1&170858857,chr12&59783605,chr1&25913210,chr5&12628584,chr5&46809800,chr1&102914943
EOG090B06KW,chr4&42105013,,chr4A&14856733,chr7&25350463,chr4&24161853,chr10&17046976,chr10&8390563,chr2&36940427,chr10&6668700,chr10&32677240,chr10&7361169,chrB1&170795693,chr12&59810919,chr1&26003639,chr5&12551307,chr5&46906073,chr1&102984872
EOG090B0B7K,chr4&42946968,chr1&153224481,chr4A&15097293,chr7&25625494,chr4&24427684,chr10&17152501,chr10&8254446,chr2&37072197,chr10&6554877,chr10&32850384,chr10&7267590,chrB1&170041788,chr12&59965238,chr1&26602555,chr5&11886678,chr5&47456855,chr1&103623972
EOG090B044V,chr4&44672336,chr1&151035298,chr4A&15564306,chr7&26149257,chr4&24921520,chr10&5388897,chr10&25487609,chr2&20715703,chr10&20333696,chr10&27403365,chr10&19329359,chrB1&168591672,chr12&60007452,chr1&27665245,chr5&10723989,chr5&48306633,
EOG090B0FOM,chr4&47451645,chr1&147095269,chr4A&16382829,chr7&27088175,chr4&25790283,chr12&19155294,scaffold_44_ctg1&764762,chr19&29800166,,chr22&8422804,chr22&19802884,chrB1&166184342,chr12&60140045,chr1&100506859,chr5&8805653,chr5&49870824,chr1&106580143
EOG090B058E,chr4&48352580,chr1&145027822,chr4A&16726467,chr7&27468601,chr4&26116720,chr4&6481629,chr4&29212997,chr23&8478859,chr21&20180241,chr4&30068711,chr4&20501557,chrB1&165280464,chr12&60377377,chr1&29949083,chr5&8054798,chr5&50750237,chr1&107571269
EOG090B07D4,chr4&48483562,chr1&144862127,chr4A&16775713,chr7&27516195,chr4&26165244,chr4&6496469,chr4&29205115,chr23&8471254,chr22&11945111,chr22&24337064,chr4&20520458,chrB1&165208628,chr12&59336582,chr1&30035914,chr5&8016282,chr5&50843732,chr1&107647617
EOG090B0039,chr4&48499422,,chr4A&16784934,chr7&27525511,chr4&26174438,chr4&6502716,chr4&29142036,chr23&8414395,,chr4&29971814,chr4&20526719,chrB1&165022781,chr12&59355191,chr1&30052204,chr5&7855071,chr5&50860570,chr1&107661570
EOG090B0A07,chr4&52023957,chr1&143250349,chr4A&17071990,chr7&27828797,chr4&26470753,chr4&6587855,chr4&29090800,chr23&8359678,chr4&20351189,chr4&29864514,chr4&20611199,chrB1&164482511,chr12&59277969,chr1&30595928,chr5&7433258,chr5&51540868,chr1&108210451
EOG090B08KB,chr4&52059632,chr1&143016685,chr4A&17078258,chr7&27835192,chr4&26481863,chr4&6583819,chr4&29078419,chr23&8354994,chr4&20355730,chr4&29845708,chr4&20614545,chrB1&164435376,chr12&59253046,chr1&30625434,chr5&14824350,chr5&51589525,chr1&108269627
EOG090B09DW,chr4&55346337,chr1&138551849,chr4A&18179148,chr7&28975083,,chr4&6906045,chr4&28660464,chr23&7925703,chr4&20701679,chr4&23059713,chr4&20932119,chrB1&161749126,chr12&58363157,,chr5&17443035,chr5&53444578,chr1&110275185
EOG090B0BVT,chr4&55396190,chr1&138479934,chr4A&18186562,chr7&28983051,,chr4&6910210,chr4&28653252,chr23&7919222,chr4&20701679,chr4&23066328,chr4&20938821,chrB1&161706918,chr12&58361682,chr1&32855843,chr5&17478053,chr5&53472203,chr1&110306174
EOG090B01FF,chr4&56338402,chr1&135551183,chr4A&18548735,chr7&29359848,chr4&27941263,chr4&6999384,chr4&28524803,chr23&7785662,chr4&20799910,chr4&23244961,chr4&21023865,chrB1&160764466,chr12&58015461,chr1&33593916,chr5&18266299,chr5&54386183,chr1&111060472
EOG090B04NY,chr4&56375364,chr1&135314007,chr4A&18552266,chr7&29378547,chr4&27962205,chr4&7008820,chr4&28445638,chr23&7772372,chr4&20812377,chr4&23265274,chr4&21034145,chrB1&160729816,chr12&57998887,chr1&33632812,chr5&18284855,chr5&54410816,
EOG090B041K,chr4&56467636,chr1&388642850,chr4A&35335475,chr7&47150808,chr4&45025515,chr10&21087816,chr10&2018882,chr2&8912647,chr10&2197722,chr10&39581097,chr10&3260855,chrB1&160659257,chr10&970447,chr1&33695357,chr5&18352994,chr5&142728358,chr1&35111942
EOG090B00VK,chr4&56978986,chr1&382058060,chr4A&35409752,chr7&47226245,chr4&54352461,chr9&28446830,chr10&39254849,chr2&16901752,fCotGob3_253arrow_ctg1&2482,chr10&40479844,chr10&3176206,chrB1&160216254,chr10&1172141,chr1&34039650,chr5&18692773,chr5&142487067,chr1&48403125
EOG090B0183,chr4&67618997,,chr4A&39844027,chr7&56366199,chr4&45691778,chr1&13226340,chr1&21258931,chr6&19458619,chr1&10407152,chr1&28673659,chr1&11113600,chrB1&150739801,chr10&5962072,chr1&41521810,chrX&86689911,chr5&136003043,chr3&96024635
EOG090B04N4,chr4&68314099,chr1&362315778,chr4A&39975634,chr7&56241891,chr4&45817122,chr12&122353,scaffold_71_ctg1&475068,chr7&43379046,,,chr12&20918907,chrB1&150043470,chr10&6447349,chr1&42141821,chr5&27400450,chr5&135772966,chr3&101397462
EOG090B0ADH,chr4&70688678,chr15&59779085,chr4A&1657517,chr7&69687415,chr4&68301036,chr5&15664529,chr5&22144598,chr5&17055587,chr5&14146239,chr5&14709104,chr5&10928527,chrB1&148931254,chr10&6877383,chr1&43786259,chr5&28570974,chr5&131396667,chr31&29504010
EOG090B05I8,chr4&70749263,chr1&335762969,chr4A&1619241,chr7&69643453,chr4&68306107,chr9&21843988,scaffold_26_ctg1&5909362,chr1&23778396,chr9&22249696,chr9&11816298,chr9&17801668,chrB1&148847917,,chr1&43837479,chr5&28622619,chr5&131430472,chr15&49715300
EOG090B0CGU,chr4&73058114,chr2&819573396,chr4A&1150134,chr3&86387360,chr4&68649415,chr9&28483174,chr10&39283710,chr2&16955267,fCotGob3_253arrow_ctg1&36089,chr10&40494483,chr10&3166175,chrB1&146972906,chr10&7762825,chr1&45421576,chr5&30241992,chr5&132892374,chr13&25621936
EOG090B09VF,chr4&73571693,chr1&340329619,chr4A&1004130,chr3&86546562,,chr22&15195029,chr12&18923897,chr7&29493545,chr9&17156649,chr12&14962826,chr12&7780573,chrB1&146533082,chr10&7985783,chr1&45829603,chr5&30628679,chr5&133167447,chr3&59518000
EOG090B0AQH,chr4&75482538,chr1&334268611,chr4A&2797311,chr3&86856853,chr4&67626451,chr9&3867741,chr9&26065310,chr12&4748590,chr9&1963302,chr9&17073318,chr9&4128916,chrB1&144984763,chr10&8609701,chr1&47173503,chr5&31940001,chr5&134135828,chr1&32244621
EOG090B06WM,chr4&76105620,,chr4A&1716432,chr7&69757718,chr4&68234156,chr12&6387674,chr12&8178588,chr7&18063424,chr12&16241540,chr12&27037047,chr12&15261171,chrB1&144294607,chr10&8890214,chr1&47749522,chr5&32455433,chr5&131146454,chr1&75719496
EOG090B07RF,chr4&77043096,chr1&349732965,chr4A&2015930,chr7&70088379,chr4&67982476,chr22&18716793,chr12&24154919,chr7&35505617,chr12&2838846,chr12&11876986,chr12&3798045,chrB1&143418274,chr10&10489712,chr1&48438492,chr5&33162045,chr5&130552170,chr1&76571169
EOG090B07VD,chr4&81031285,chr1&355038163,,chr3&85236090,,chr9&22447932,scaffold_26_ctg1&3102561,chr12&33905751,,chr19&15548182,chr9&23124052,chrB1&139709107,chr3&127200064,chr1&51488021,chr5&36317694,chr5&128110653,chr1&72095317
EOG090B0BO7,chr4&82430830,chr1&353636583,chr4B&10820663,chr7&59414195,chr4&56716245,chr12&2603051,chr12&2160996,,chr12&17722985,chr12&1085638,chr12&18847717,chrB1&138494422,chr10&9069498,chr1&106338704,chr5&37431812,chr5&127433805,
EOG090B0CZ3,chr4&82485511,chr1&353570089,chr4B&10801140,chr7&59426313,chr4&56726879,,chr12&2166771,chr7&12000648,chr12&17727800,,chr12&18851158,chrB1&138458084,chr10&9045087,chr1&106285297,chr5&37476518,chr5&127396498,chr1&77506285
EOG090B02WB,chr4&82928102,,chr4B&10660903,chr7&59552670,chr4&56833391,chr12&2655646,chr12&2272064,chr7&12036266,chr12&17766352,chr12&1114929,chr12&18826984,chrB1&138001080,chr3&51669619,chr1&105524170,chr5&37851422,chr5&127143816,chr1&77147665
EOG090B07H5,chr4&83035225,chr1&349228433,chr4B&10634131,chr7&59591385,chr4&56869288,chr12&2665460,chr12&2289133,chr7&12052873,chr12&17776540,chr12&1149354,chr12&18817907,chrB1&137935783,chr10&32537501,,,chr5&127099470,chr1&77064643
EOG090B0ANN,chr4&83264199,chr1&349060490,chr4B&9801802,chr7&60573219,chr4&62428898,chr9&19308623,chr9&3522208,,chr9&19298077,chr9&10450836,chr9&20226953,chrB1&137758990,chr10&32424988,chr1&105284002,chr5&38103567,chr5&126960238,chr1&76731786
EOG090B05M2,chr4&83295344,chr1&348935389,chr4B&9782346,chr7&60585717,chr4&62441027,chr12&716601,scaffold_30_ctg1&4292324,chr7&38593989,chr15&13435318,,chr12&20573887,chrB1&137706301,,chr1&105161730,chr5&38135615,chr5&126921368,chr1&50469716
EOG090B06OW,chr4&98323675,chr1&312159334,chr4A&39130763,chr7&51289747,chr4&50514231,chr18&29422270,scaffold_24_ctg1&1533081,chr3&1253048,chr18&8191558,chr18&26035426,chr18&2289496,chrB1&123712192,chr12&49811612,chr1&91168461,chr5&50164378,chr5&108131035,chr1&61577435
EOG090B01QK,chr4&99564096,chr1&310149164,chr4A&43608975,chr7&51602495,chr4&50258767,chr1&11220129,chr1&17915541,chr6&22589214,chr1&8166807,chr1&23803468,chr1&8942970,chrB1&122716441,chr12&49386507,chr1&90151815,chr5&51052064,chr5&108803792,chr1&61994533
EOG090B0HWF,chr4&99881994,chr1&309779577,chr4A&43543707,chr7&51707124,chr4&50183494,chr12&19238542,scaffold_44_ctg1&881023,chr19&29910479,chr22&19847913,chr22&8484886,chr22&19660814,,chr12&49264392,chr1&89921445,,chr5&108985814,chr1&62757493
EOG090B0JWN,chr4&102869085,chr1&305319598,chr4A&42837472,chr7&52625211,chr4&49298508,chr1&11434706,chr1&18225300,chr6&22229656,chr1&8400323,chr1&31314372,chr1&9127446,chrB1&119867721,chr12&47083586,chr1&87235485,chr5&53721363,chr5&110653986,chr1&34580627
EOG090B009Q,chr4&105230244,chr1&301369784,chr4A&42394990,chr7&53216584,chr4&48696492,chr1&10634424,chr1&16845218,chr6&23534312,chr1&2999239,chr1&22733319,chr1&8318777,chrB1&117926428,chr12&40742664,chr1&85535117,chr5&55297919,chr5&111818477,chr3&63737594
EOG090B0CYN,chr4&105682733,chr1&300750889,chr4A&42280886,chr7&53368457,chr4&48564950,chr1&10608072,chr1&16815104,chr6&23573164,chr1&3031160,chr1&22694935,chr1&8281624,chrB1&117508155,chr12&40322188,chr1&85148799,chr5&55670965,chr5&112032311,chr1&55705399
EOG090B03FT,chr4&105717614,,chr4A&42247592,chr7&53389748,chr4&48509658,chr1&10567722,chr1&16748133,chr6&23580069,chr1&3035362,chr1&22627247,chr1&8252870,,chr12&40263871,,,chr5&112077864,
EOG090B01KN,chr4&106154364,,chr4A&42133691,chr7&53530780,chr4&48301616,chr1&10380023,chr1&16543620,chr6&23763584,chr1&3176430,chr1&22499181,chr1&8103973,,chr12&39740583,chr1&84655228,chr5&56053844,chr5&112366285,chr1&55157710
EOG090B01ET,chr4&110476415,chr1&286585707,chr4A&40754800,chr7&55275952,chr4&46683723,chr12&19034987,scaffold_44_ctg1&476326,chr19&29670258,chr22&20154389,chr22&4213695,chr22&20078640,chrB1&113234620,chr12&36067546,chr1&81114341,chr5&59495618,chr5&115270268,chr1&22902467
EOG090B0IOG,chr4&112175822,chr1&289351064,chr4A&40180854,chr7&55946759,chr4&46055625,,scaffold_44_ctg1&368148,chr19&29641511,chr22&20201466,chr22&4262377,chr22&20131968,chrB1&111745559,chr12&34790880,chr1&79375222,chr18&19131,chr5&116236218,chr1&21514412
EOG090B0BI8,chr4&112242484,,chr4A&2763049,chr3&86877845,chr4&67604376,chr10&5304064,chr10&25639292,chr2&20575916,chr10&20452676,chr10&27262825,chr10&29060673,chrB1&111670698,chr12&34745885,chr8&68120,chr18&51618,chr5&116290772,chr1&21423710
EOG090B04QH,chr4&114622881,chr1&8973747,chr4B&12432726,chr3&87796031,chr4&66868784,chr1&12175363,chr1&19492379,chr6&21072208,chr1&9240413,chr1&30199029,chr1&9955409,chrB1&109416850,chr12&33079978,chr8&806081,chr18&1197559,chr5&107081880,chr1&64238298
EOG090B08C1,chr4&115920887,chr3&300664071,chr2&54907870,chr1&143284769,chr2&44507284,chr17&23249793,chr17&2303632,chr18&291682,,chr17&24997424,chr17&24811262,chrC2&29415676,chr8&38531426,chr4&64299530,chr17&33747517,chr2&80773249,
EOG090B07LW,chr4&118685535,chr1&4053161,chr4B&11248448,chr3&89030399,chr4&65877768,chr1&12043276,chr1&19271899,chr6&21255882,chr1&9098612,chr1&30437093,chr1&9796837,chrB1&105643733,chr12&51760214,chr8&1565039,chr18&2946674,chr5&104778397,chr1&66513033
EOG090B04EN,chr4&121036264,,chr4B&206284,chr3&84423508,chr4&65225125,chr4&6299846,chr4&29494421,chr23&8779648,chr15&17886114,chr4&30510796,chr4&20326744,chrB1&103791287,chr12&53123006,chr8&2273091,chr18&4178192,chr5&103414686,chr1&68596066
EOG090B07LB,chr4&121801425,chr1&269562,chr4B&310190,chr3&84150482,chr4&65033015,chr1&23253095,chr1&36513380,chr6&5145658,chr1&21675320,chr1&43039956,chr1&15843820,chrB1&102928127,chr12&53483698,chr8&2544435,chr18&4664382,chr5&102979028,chr1&8113324
EOG090B02J4,chr4&121825860,chr1&62329,chr4B&323852,chr3&83983542,chr4&65008926,chr10&20007144,chr10&3654753,chr2&7304116,chr10&3440296,chr10&37596910,chr10&4372075,chrB1&102883788,chr12&53515775,chr8&2563982,,chr5&102911413,chr1&8013214
EOG090B03GC,chr4&122741893,chr1&11400097,chr4B&553317,chr3&83664028,chr4&64781586,chr10&20495074,chr10&2959630,chr2&8049117,chr10&2912814,chr10&38472105,chr10&3854637,chrB1&102055169,chr12&54051343,chr8&3022735,chr18&5290914,,chr1&7093482
EOG090B0C01,chr4&122892828,chr1&11856836,chr4B&594947,chr3&83594136,chr4&64727865,chr10&20506760,chr10&2937651,chr2&8062707,chr10&2895212,chr10&38484923,chr10&3837824,chrB1&101882248,,chr8&3086906,chr18&5382127,chr5&102115962,chr1&6951755
EOG090B07UD,chr4&126563509,chr2&170080051,chr2&23856737,chr1&121660299,chr2&24216016,chr11&12392460,chr11&19619835,chr22&17761642,chr11&5888318,chr11&13377307,chr11&11005308,chrA2&95366117,chr8&70317547,chr10&30669345,chr20&33692999,chr2&45829872,chr2&53017154
EOG090B06VL,chr4&127920630,chr1&19107867,chr4B&1924466,chr3&81581900,chr4&63061806,chr18&16881293,scaffold_23_ctg1&9152281,chr3&15041221,chr18&395070,,chr18&13290326,chrB1&97169165,chr6&48368304,chr8&5748946,chr18&8626727,chr5&98837850,chr1&2722933
EOG090B05J9,chr4&127964261,chr1&19247703,chr4B&1935410,chr3&81562423,chr4&63044625,chr10&2443233,chr10&34919184,chr2&1993212,chr10&24745530,chr10&15352489,chr10&24701675,chrB1&97120900,chr6&48390801,chr8&5765219,chr18&8643545,chr5&98790311,chr1&2672995
EOG090B0404,chr4&128932810,chr1&21072435,chr4B&2113980,chr7&69403558,chr4&62814194,chr1&21996489,chr1&34175633,chr6&7191381,chr1&20082393,chr1&39909074,chr1&17104074,chrB1&96251505,chr6&48466829,chr8&6332898,chr18&9238485,chr5&98309481,chr1&45102513
EOG090B07KI,chr4&139511663,chr1&36564862,chr4B&5117998,chr7&65520825,chr4&60744756,chr10&2357934,chr10&31212213,chr2&1058836,,chr10&14418576,chr10&25828594,chrB1&86769049,chr12&28651254,chr8&11550144,chr18&15353381,chr5&91848782,
EOG090B09I1,chr4&140525429,chr1&39146003,chr4B&5540486,chr7&65078719,chr4&61780834,chr1&9482217,chr1&15285101,chr6&24968034,chr1&4098548,chr1&21191535,chr1&7247630,chrB1&85855942,chr12&27777428,chr8&12269168,chr18&16115516,chr5&91067255,
EOG090B0AK0,chr4&141214719,chr1&39980134,chr4B&5785201,chr7&64816127,,chr1&9426771,chr1&15205520,chr6&25040129,chr1&4162146,chr1&21026687,chr1&7193061,chrB1&85233578,chr12&27345135,chr8&12623487,chr18&16538416,chr5&90651047,chr1&1373059
EOG090B03L9,chr4&143395880,chr1&42903553,chr4B&6396701,chr7&64105427,chr4&60808489,chr1&9184162,chr1&14817540,chr6&25398436,chr1&4365464,chr1&20619688,chr1&6976945,chrB1&83313676,chr12&26099565,chr8&13796780,chr18&17815738,chr5&89399542,
EOG090B02LB,chr4&144646676,,chr4B&6683135,chr7&63720867,chr4&57798018,chr1&9033192,chr1&14589810,chr6&25601589,chr1&4511747,chr1&20337089,chr1&6820116,chrB1&82408437,chr12&25506337,chr8&14198184,chr18&18268976,chr5&88826950,chr1&15022908
EOG090B07U7,chr4&145639302,chr1&46613025,chr4B&7014576,chr7&63440411,chr4&58127629,chr1&8972903,chr1&14482462,chr6&25721717,chr1&4601055,chr1&20243134,chr1&6761208,chrB1&81629655,chr12&24974460,chr8&14758326,chr18&18901034,chr5&88283964,chr1&14584791
EOG090B0261,chr4&147638532,chr1&50070383,chr4B&7786210,chr7&62615765,chr4&58894612,chr1&8666276,chr1&14083900,chr6&26117470,chr1&4889588,chr1&19702847,chr1&6460992,chrB1&79768657,chr12&23717923,chr8&16110302,chr18&20307780,chr5&86994621,chr1&13069925
EOG090B04BD,chr4&151671174,chr1&57062594,chr4A&34589801,chr7&46391533,chr4&44323622,chr1&8260727,chr1&13571778,chr6&26624348,chr1&5313661,chr1&19076181,chr1&6052549,chrB1&75810789,chr12&21218674,chr8&18819308,chr18&23204629,chr5&84592679,
EOG090B0EOW,chr4&152927446,chr7&95527916,chr11&2334141,,chr11&15608519,chr6&4911798,,chr7&10417253,chr6&5672625,chr6&57330169,chr6&16606413,chrE2&27632019,chr11&33980726,chr12&53467645,chr15&9863131,chr12&8006105,chr17&37685611
EOG090B00IU,chr4&153541408,chr1&60785911,,chr7&45559848,chr4&43503065,chr1&7033983,chr1&11620495,chr6&28577860,chr1&6624957,chr1&16529105,chr1&4837827,chrB1&74037847,chr12&19902091,chr8&20160637,chr18&24623802,chr5&83237888,
EOG090B04HX,chr4&154536685,,chr4A&33338131,chr7&45172904,chr4&43129448,chr1&7209831,chr1&11862479,chr6&28349162,chr1&6446354,chr1&16866877,chr1&5024090,chrB1&73196093,chr12&19327062,chr8&20840211,chr18&25372103,,
EOG090B04P0,chr4&154557576,chr1&62883061,chr4A&33325755,chr7&45160615,chr4&43117927,chr18&8765873,Super_Scaffold_8&6298831,chr3&37281107,fCotGob3_305arrow_ctg1&83881,chr18&348933,chr18&17364617,chrB1&73178051,chr12&19308475,chr8&20859311,chr18&25391195,chr5&82507460,chr1&31465294
EOG090B03EC,chr4&155771358,chr1&66033946,chr4A&32823249,chr7&44625004,chr4&42623115,chr1&11100212,chr1&17735362,chr6&22763680,chr1&8022898,chr1&23603473,chr1&8816791,,chr12&18476440,chr8&27439622,chr18&26039807,chr5&81612103,chr1&20939208
EOG090B08CM,chr4&155926036,chr1&66432353,chr4A&32774083,chr7&44565394,chr4&42562184,chr10&18922279,chr10&5340652,chr2&5709438,,chr10&35610184,chr10&5444733,chrB1&71878770,chr12&18391864,chr8&27350303,chr18&26213620,chr5&81499549,chr1&20798956
EOG090B09AG,chr4&156763090,,chr4A&32386060,chr7&44168851,chr4&42220209,chr10&19142575,chr10&4934422,chr2&5964308,chr10&4356249,chr10&36137986,chr10&5209056,chrB1&71006453,chr12&17817333,chr8&26741628,chr18&26769112,chr5&80823866,chr6&44732464
EOG090B04FI,chr4&158109668,,chr4A&31848712,chr7&43639459,chr4&41715845,chr10&19302126,chr10&4717103,chr2&6194533,chr10&4191338,chr10&36383748,chr10&5067339,chrB1&69757779,chr12&16993282,chr8&25931099,chr18&27687179,chr5&80046738,chr1&19470516
EOG090B037W,chr4&158672457,chr1&70673118,chr4A&31687015,chr7&43504544,chr4&41561131,chr10&19411477,chr10&4518382,chr2&6386063,chr10&4076761,chr10&36527700,chr10&4983756,chrB1&69294384,chr12&16752355,,chr18&28019241,chr5&79776067,chr1&19379674
EOG090B0F7R,chr4&163494350,chr1&78562140,chr4A&30319659,chr7&41957213,chr4&40087792,chr1&8033120,chr1&13210408,chr6&26991055,chr1&5574380,chr1&18700839,chr1&5830036,chrB1&64805353,chr12&13961917,chr8&22891006,chr18&53056675,chr5&76921369,chr1&16411219
EOG090B0CHF,chr4&165079658,chr1&80492681,chr4A&30010857,chr7&41558937,chr4&39632313,chr1&7993181,chr1&13158371,chr6&27036609,chr1&5612576,chr1&18632392,chr1&5792259,chrB1&63200947,chr12&13125323,chr8&21908326,chr3&76698858,chr5&76070532,chr1&28197803
EOG090B063E,chr4&165461409,chr8&168144612,chr4A&29870459,chr7&41408680,chr4&39497435,chr1&7866538,chr1&12962462,chr6&27219620,chr1&5772243,chr1&18350058,chr1&5667192,chrB1&62834173,chr12&12817045,chr8&21660501,chr18&46359292,chr5&75788380,chr28&35482913
EOG090B0CDU,chr4&168976878,chr1&87325074,chr4A&28742772,chr7&40121405,chr4&38265705,chr4&6422784,chr4&29323100,chr23&8587319,fCotGob3_149arrow_ctg1&35160,chr4&30232949,chr4&20441220,chrB1&59566620,chr12&10529736,chr8&29303288,chr18&36248957,chr5&73446339,
EOG090B02KC,chr4&169096519,,chr4A&28643526,chr7&40026148,chr4&38176175,chr4&6392552,chr4&29339774,chr23&8590614,,chr4&30236291,chr4&20411882,chrB1&59381015,chr12&10408440,,chr18&36106229,,chr6&43832152
EOG090B07YN,chr4&169729578,chr1&88508455,chr4A&28489744,chr7&39880278,chr4&38043155,chr1&13367393,chr1&21522351,chr6&19233500,chr1&10568103,chr1&28509227,chr1&11263132,chrB1&58818616,chr12&10030311,chr8&29827608,chr18&35732096,chr5&72946781,chr3&89702927
EOG090B03L7,chr4&173233196,chr1&93892567,chr4A&27310184,chr7&38622736,chr4&36905618,chr1&26170654,scaffold_37_ctg1&689736,chr6&41264013,chr1&26113821,chr1&789655,chr1&11740333,chrB4&111088414,,chr8&31965712,chr18&33267614,chr5&70733937,chr3&91423010
EOG090B0ACQ,chr4&174237412,,,chr7&38178138,chr4&36483269,chr1&26328126,scaffold_38_ctg1&2127447,chr6&39784982,chr1&25927193,chr1&2532482,chr1&12978250,,chr12&7052366,chr8&32738112,chr18&32535900,chr5&70087840,chr3&92303636
EOG090B0AXE,chr4&174299122,chr1&95889681,chr4A&26860646,chr7&38156587,chr4&36468389,chr1&26340539,scaffold_38_ctg1&2084108,chr6&39766293,chr1&25912334,chr1&2520060,chr1&12964682,chrB1&54280180,chr12&7002029,chr8&32811725,chr18&32507597,chr5&70037716,chr3&92381706
EOG090B00R0,chr4&176104291,chr1&98365648,chr4A&26225048,chr7&37409810,chr4&35816772,chr1&25745299,chr1&1138492,chr6&1289482,chr1&26348014,chr1&45317992,chr1&13216048,chrB1&7401679,chr12&5950653,chr11&91809474,chr4&83822978,chr5&68511923,chr3&124889531
