BuscoID,BUSCO_LittleSkate,BUSCO_ThornySkate,BUSCO_Zebrafish,BUSCO_Chicken,BUSCO_Mouse,BUSCO_Human
255469at7742,chr6&7339364,chr6&14566158,chr9&5341243,chr1&141639193,chr8&9987405,chr13&108218179
280016at7742,chr6&8852079,chr6&16353626,chr10&34980511,chr1&173700817,chr3&54735584,chr13&36931630
315366at7742,chr6&8878121,chr6&16385349,chr10&35001474,chr1&173691671,chr3&54728778,chr13&37000806
333716at7742,chr6&10021785,chr6&17553031,chr10&304596,chr1&172557441,chr3&53452397,chr13&39023079
239682at7742,chr6&10459364,chr6&18036281,chr5&24138778,chr1&171849980,chr8&22412745,chr13&40729372
273993at7742,chr6&10684547,chr6&18243549,chr10&24660225,chr1&171735097,chr8&22192871,chr13&52415830
255423at7742,chr6&12428770,chr6&20368315,chr1&27976153,chr1&167058198,chr14&79590864,chr13&52652306
63922at7742,chr6&16092832,chr6&24671262,chr11&42915077,chr1&163198095,chr14&88467004,chr13&61411243
79715at7742,chr6&16467164,chr6&25080681,chr1&474287,chr1&144193687,chr1&44148063,chr13&102846267
398727at7742,chr6&16659518,chr6&25228883,chr9&27393545,chr1&144243114,chr1&44086890,chr13&102766154
174607at7742,chr6&16669303,chr6&25242341,chr9&27381586,chr1&84518158,chr16&44724363,chr3&113005536
332775at7742,chr6&17356945,chr6&26091564,chr21&22828674,chr1&184057926,chr9&8022416,chr11&102056000
293313at7742,chr6&18871226,chr6&27613882,chr17&12408460,chr3&104472011,chr5&30921916,chr2&27087260
360791at7742,chr6&20370407,chr6&29073637,chr15&2852160,chr1&186933356,chr9&14781150,chr11&94496694
48106at7742,chr6&20983913,chr6&29677807,chr15&420746,chr1&187142284,chr9&15332899,chr11&93661639
222957at7742,chr6&24094768,chr6&33101120,chr15&43587012,chr1&189543455,chr7&88278203,chr11&88278874
155795at7742,chr6&24918493,chr6&33936633,KN150617.1&66632,chr1&190013258,chr7&89404687,chr11&86938083
367717at7742,chr6&25260599,chr6&34314933,chr1&36849,chr1&191773053,chr7&89918953,chr11&86302449
382456at7742,chr6&25661757,chr6&34747737,chr10&29270150,chr1&191530527,chrX&159569508,chr11&85647992
22275at7742,chr6&26541039,chr6&35659734,chr21&22879015,chr1&190407769,chr7&92644562,chr11&83157440
345605at7742,chr6&29554141,chr6&38856965,chr9&7276299,chr1&133810847,chr1&37879268,chr2&99169375
369390at7742,chr6&29595357,chr6&38892780,chr9&21820531,chr1&133849759,chr12&69106811,chr4&56742295
32511at7742,chr6&29706710,chr6&38987749,chr9&21787552,chr1&133893345,chr1&38053087,chr2&99401241
223375at7742,chr6&29883255,chr6&39162831,chr1&28031582,chr1&134409673,chr1&38865498,chr2&100393245
287723at7742,chr6&30243198,chr6&39519762,chr9&56235467,chr1&134748796,chr1&39536004,chr2&101253145
330054at7742,chr6&31225232,chr6&40509630,chr9&6937447,chr1&135338182,chr1&40773753,chr2&102710749
243836at7742,chr6&32979738,chr6&42282244,chr6&14975797,chr1&136339139,chr1&42845004,chr2&105038093
75797at7742,chr6&33107742,chr6&42404253,chr6&15037090,chr1&136395955,chr1&43049659,chr2&105267383
382893at7742,chr6&33153692,chr6&42446284,chr9&6601889,chr1&136427124,chr1&43098764,chr2&105337588
211156at7742,chr6&33444925,chr6&42713622,chr9&6288037,chr1&136727946,chr1&43750231,chr2&106094026
154805at7742,chr6&34211230,chr6&43513741,chr9&56133636,chr1&137823933,chr10&58602862,chr2&108896907
304775at7742,chr6&36377565,chr6&45785315,chr15&44440234,chr1&182414225,chr9&4296675,chr11&106077711
140683at7742,chr6&36763989,chr6&46232595,chr15&44299085,chr1&181960650,chr9&3408898,chr11&107326910
122793at7742,chr6&36820549,chr6&46290870,chr16&42155126,chr1&181892939,chr9&3328457,chr11&107504658
106667at7742,chr6&36894204,chr6&46383228,chr15&47833230,chr1&182445913,chr9&4316851,chr11&106052850
40997at7742,chr6&37157819,chr6&46645596,chr15&25528441,chr1&181650846,chr9&53537152,chr11&108158942
285488at7742,chr6&39120942,chr6&48674535,chr9&21383738,chr1&180188530,chr14&57275449,chr13&20404129
79344at7742,chr6&39174906,chr6&48726334,chr9&21361275,chr1&180137983,chr14&57430544,chr13&20579268
387408at7742,chr6&39248245,chr6&48800945,chr9&21359229,chr1&180126997,chr14&57549743,chr13&20729080
330064at7742,chr6&39459331,chr6&49030673,chr9&21258481,chr1&179931629,chr14&57807444,chr13&21155349
903at7742,chr6&40750606,chr6&50393814,chr15&9370988,chr1&178938146,chr14&61173205,chr13&23330136
145938at7742,chr6&41290957,chr6&50958882,chr24&25069753,chr1&178476496,chr14&60378358,chr13&25169604
289598at7742,chr6&41355895,chr6&51029656,chr24&25008776,chr1&178384788,chr14&60219989,chr13&25301774
305344at7742,chr6&42332975,chr6&51968731,chr5&67974083,chr1&177590121,chr5&146955594,chr13&27435675
107107at7742,chr6&42798894,chr6&52413810,chr24&21720576,chr1&177274173,chr5&147519244,chr13&28157312
396665at7742,chr6&43963950,chr6&53639110,chr10&36458626,chr1&176417252,chr5&149265643,chr13&30736033
107720at7742,chr6&44622016,chr6&54321517,chr15&31909791,chr1&175900572,chr5&150522600,chr13&32316461
245611at7742,chr6&45527303,chr6&55220628,chr10&34024310,chr1&175227945,chr5&151642912,chr13&33818179
262790at7742,chr6&47277264,chr6&57024946,chr6&59985816,chr1&147857916,chr14&118137193,chr13&94601928
94127at7742,chr6&57425250,chr6&67537070,chr1&4546227,chr1&152610983,chr14&108911187,chr13&83879417
176601at7742,chr6&62338231,chr6&72683501,chr6&4529039,chr1&154873200,chr14&104478767,chr13&78615580
258712at7742,chr6&63981182,chr6&74252841,chr9&16854121,chr1&155833372,chr14&103070346,chr13&76992039
139653at7742,chr6&65925261,chr6&76313239,chr1&34641764,chr1&157485583,chr14&99100778,chr13&72783470
268420at7742,chr6&72927765,chr6&83531046,chr13&31390386,chr8&5470877,chr1&163996112,chr1&169792577
342286at7742,chr6&74082688,chr6&84697270,chr9&31089649,chr1&146064172,chr14&121911616,chr13&99254877
253661at7742,chr6&74506206,chr6&85115358,chr9&31204770,chr1&145752928,chr14&122351660,chr13&99839131
197883at7742,chr6&76022798,chr6&86624608,chr9&5898659,chr1&93900185,chr3&96871388,chr1&145608134
9579at7742,chr6&76200145,chr6&86812730,chr24&21182470,chr1&80037807,chr16&44184997,chr3&113647173
376151at7742,chr6&76222126,chr6&86838440,chr24&21169180,chr1&79997684,chr16&44140104,chr3&113715382
327369at7742,chr6&77333045,chr6&87917485,chr9&8899043,chr1&140454929,chr8&11497653,chr13&110615675
60870at7742,chr6&78085539,chr6&88639131,chr1&46405473,chr1&139263988,chr8&12615138,chr13&112485993
310011at7742,chr6&79791025,chr6&90334049,chr18&2603874,chr1&196379594,chr7&25416545,chr11&73377363
44104at7742,chr6&80524734,chr6&91047552,chr15&15251130,chr1&196053447,chr7&100363246,chr11&74029419
132010at7742,chr6&80693910,chr6&91211477,chr15&14676120,chr1&196016216,chr7&100285533,chr11&74267248
435429at7742,chr6&80804512,chr6&91338812,chr15&11427721,chr1&194303620,chr7&97400189,chr11&78069987
142074at7742,chr6&80816716,chr6&91354424,chr21&22892894,chr1&194292701,chr7&97369626,chr11&78100964
345264at7742,chr6&81499003,chr6&92094849,chr6&3985153,chr1&133610663,chr1&37411641,chr2&98609709
432680at7742,chr6&81517989,chr6&92114784,chr9&7081732,chr1&133608893,chr1&37420586,chr2&98600752
373281at7742,chr6&85580953,chr6&96618682,chr6&37745972,chr1&131748750,chr7&55967337,chr15&22806424
225646at7742,chr6&86045627,chr6&97064710,chr6&37515540,chr1&131506921,chrX&20364736,chrX&46837101
229590at7742,chr6&86311758,chr6&97368647,chr6&37442177,chr1&131359559,chr5&110104021,chrX&305074
365702at7742,chr6&89601454,chr2&25017989,chr5&12565535,chr15&10179841,chr3&59318466,chrX&3309716
161167at7742,chr7&2083904,chr7&2656043,chr9&27860655,chr9&611656,chr9&99575929,chr3&138161889
63198at7742,chr7&2212534,chr7&2782923,chr6&9090605,chr4&91054704,chr2&130424577,chr20&2840775
137629at7742,chr7&2357038,chr7&2931001,chr9&27741534,chr9&4523534,chr16&22818414,chr3&186551150
95166at7742,chr7&2460815,chr7&3146562,chr9&27720470,chr1&197561125,chr2&121138540,chr15&43328429
8757at7742,chr7&4215909,chr7&4985796,chr9&32074453,chr7&13813684,chr1&65179233,chr2&208271520
336790at7742,chr7&7630254,chr7&8655763,chr9&48819279,chr7&18928749,chr2&69194421,chr2&168871431
342301at7742,chr7&8235897,chr7&9334847,chr9&48376013,chr1&191548877,chr7&90426584,chr11&85668651
160770at7742,chr7&8552781,chr7&9711414,chr9&38642748,chr7&27987368,chr16&33533301,chr3&125083890
22898at7742,chr7&10530604,chr7&11683550,chr9&32162265,chr7&10185278,chr1&54987334,chr2&197392303
73001at7742,chr7&10782872,chr7&11914770,chr9&24126223,chr7&10027482,chr1&54480706,chr2&196841234
224692at7742,chr7&11621890,chr7&12780377,chr9&24930641,chr7&9647021,chr1&46809953,chr2&195678068
95927at7742,chr7&15394746,chr7&16677515,chr9&40966318,chr7&293226,chr1&53189334,chr2&189791810
245056at7742,chr7&15505617,chr7&16791851,chr9&41040412,chr7&341598,chr1&53310736,chr2&189750578
136457at7742,chr7&15630591,chr7&16922450,chr9&41083301,chr7&352612,chr1&53344730,chr2&189666133
100658at7742,chr7&15754413,chr7&17039925,chr9&41120335,chr7&428113,chr1&45795522,chr2&189441493
62525at7742,chr7&19581082,chr7&21176219,chr9&44870478,chr7&13876599,chr2&80317396,chr2&182718087
201876at7742,chr7&20479823,chr7&22145881,chr4&27919334,chr7&14267355,chr2&79332575,chr2&181538184
98464at7742,chr7&21608974,chr7&23343191,chr9&43150787,chr7&15032364,chr2&77187131,chr2&179109899
294082at7742,chr7&21875217,chr10&62727811,chr8&18518238,chr8&19269797,chr3&152237566,chr1&77914014
261158at7742,chr7&22183924,chr7&23953136,chr6&11412528,chr7&15406525,chr2&76650422,chr2&178453410
115042at7742,chr7&22733592,chr7&24463764,chr9&1589757,chr7&15718964,chr2&75832291,chr2&177413963
197724at7742,chr7&22861047,chr7&24617975,chr9&1650933,chr7&15814896,chr2&75675961,chr2&177230785
324567at7742,chr7&23465469,chr7&25222338,chr6&10872073,chr7&16208679,chr2&74847192,chr2&176311606
265531at7742,chr7&26749104,chr7&28604054,chr9&48284923,chr7&18673476,chr2&69647284,chr2&169479554
82448at7742,chr7&26786258,chr7&28643698,chr9&48239687,chr7&18627082,chr2&69687045,chr2&169529825
152020at7742,chr7&26966039,chr7&28839410,chr9&48134394,chr7&18586811,chr2&69823788,chr2&169735015
376681at7742,chr7&26990481,chr7&28861311,chr9&48123580,chr7&18573418,chr2&69871278,chr3&126623524
145137at7742,chr7&28123251,chr7&30063502,chr9&3501224,chr7&18022132,chr2&71055994,chr2&171434578
74281at7742,chr7&28968080,chr7&30911067,chr6&9268961,chr7&27378650,chr16&34690658,chr3&123925388
71963at7742,chr7&31382418,chr7&33359984,chr9&5207951,chr7&36181549,chr2&57998390,chr2&157258083
385039at7742,chr7&35757522,chr7&37908348,chr9&24026349,chr7&2709489,chr1&66700907,chr10&103245997
159879at7742,chr7&35778874,chr7&37933819,chr22&12770906,chr7&6813404,chr10&76575706,chr21&46136987
16347at7742,chr7&36123146,chr7&38266263,chr9&38448946,chr7&6853871,chr10&76468860,chr21&46235268
203960at7742,chr7&36872866,chr7&39101003,chr6&9664588,chr7&11777160,chr1&59685182,chr2&202265942
124028at7742,chr7&40570818,chr7&42839840,chr1&5485897,chr7&4368982,chr1&71557256,chr2&215312143
273631at7742,chr7&44094424,chr7&46606285,chr1&6218788,chr7&12390902,chr1&63699009,chr2&206738483
34233at7742,chr7&44307013,chr7&46860585,chr6&8652857,chr7&5902068,chr1&87945638,chr2&233477392
80163at7742,chr7&44498673,chr7&47065539,chr6&4185107,chr7&11462600,chr1&58903504,chr2&201380543
165456at7742,chr7&45987567,chr7&48546216,chr6&20646201,chr7&6682721,chr10&77021973,chr21&45515658
207782at7742,chr7&47143827,chr7&49755305,chr9&40851088,chr7&6883084,chr10&77259323,chr21&45265482
300687at7742,chr7&47371905,chr7&49971402,chr1&6226108,chr7&12380255,chr1&63731487,chr2&206765188
364611at7742,chr7&48546452,chr7&51255258,chr1&6648729,chr7&4618497,chr12&36090482,chr20&3276183
172631at7742,chr7&48977495,chr7&51683423,chr6&9952790,chr7&13668815,chr1&60343386,chr2&203239063
325125at7742,chr7&49377057,chr7&52088410,chr9&45673885,chr7&6003693,chr1&91540838,chr2&238415549
303740at7742,chr7&50565467,chr7&53271560,chr9&23740661,chr7&6560312,chr1&92445899,chr2&239988243
140588at7742,chr7&52122994,chr7&54927592,chr9&52411628,chr2&46118872,chr13&19650754,chr7&37850267
97786at7742,chr7&52752905,chr7&55574010,chr9&38502686,chr7&28207851,chr16&33058761,chr3&197960222
128562at7742,chr7&54713635,chr7&57528432,chr9&38353785,chr7&28878135,chr1&121431216,chr2&117920343
234228at7742,chr7&57962681,chr7&60939292,chr9&23244762,chr7&30438623,chr1&127729486,chr2&134839662
212696at7742,chr7&67572369,chr7&70993119,chr6&1748532,chr7&34555582,chr2&48902526,chr2&147931821
295790at7742,chr7&69861536,chr7&73615662,chr9&22764298,chr7&35127954,chr2&52038176,chr2&151357667
6253at7742,chr7&69905082,chr7&73662933,chr9&22780215,chr7&35142273,chr2&52073150,chr2&151410424
317712at7742,chr7&72823269,chr7&76595353,chr9&29035302,chr7&25295323,chr1&119910012,chr2&119662378
154520at7742,chr7&78113667,chr7&82491668,chr9&37341427,chr7&26448741,chr16&35770476,chr3&122740345
183058at7742,chr7&78695456,chr7&83120463,chr9&37754842,chr7&26824526,chr16&35397458,chr3&123089099
13480at7742,chr7&79537484,chr7&84018303,chr9&7732705,chr7&22324208,chr1&74902135,chr2&219002937
46737at7742,chr7&79859606,chr7&84744458,chr9&14112979,chr7&22427870,chr1&74678992,chr2&218738196
328913at7742,chr7&79964220,chr7&84865293,chr1&6162090,chr7&22254392,chr1&75136399,chr2&219172586
269302at7742,chr7&80525586,chr7&85818739,chr6&9226201,chr7&26300506,chr16&36831515,chr3&121770345
368156at7742,chr7&80683517,chr7&86021862,chr9&22929908,chr7&26247179,chr1&118300804,chr2&121740744
225169at7742,chr7&82066771,chr7&87668705,chr6&59902491,chr7&22565740,chr1&74280234,chr2&218265016
111099at7742,chr7&82917380,chr7&90766141,chr9&52558480,chr7&23488456,chr1&72307547,chr2&216109278
62905at7742,chr8&125927,chr8&258376,chr13&4539040,chr3&43345896,chr17&8897769,chr6&165333025
293643at7742,chr8&5723557,chr8&6169418,chr17&33296914,chr3&105433713,chr12&4082787,chr2&24947616
281807at7742,chr8&6201704,chr8&6741075,chr17&12658453,chr3&104287924,chr5&31494773,chr2&27623096
130161at7742,chr8&6454685,chr8&7091915,chr17&22565848,chr3&35824198,chr1&175882908,chr1&241850426
266219at7742,chr8&7090702,chr8&7784637,chr16&2562514,chr3&104478003,chr5&30955643,chr2&27131414
98098at7742,chr8&7808580,chr8&8462142,chr17&23918283,chr3&2136670,chr11&23588627,chr2&61050402
280159at7742,chr8&7903400,chr8&8552363,chr17&23926932,chr3&2124951,chr11&23649292,chr2&61017760
287042at7742,chr8&10316343,chr8&10992142,chr13&26753296,chr3&944980,chr11&26441113,chr2&58159765
132931at7742,chr8&12066204,chr8&12753802,chr6&6275611,chr3&77689,chr11&29520667,chr2&55236648
184701at7742,chr8&13040117,chr8&13703461,chr13&35751254,chr3&3030269,chr11&30931777,chr2&53787211
151961at7742,chr8&13098128,chr8&13761903,chr12&24061145,chr3&3055973,chr11&30996014,chr2&53670503
192313at7742,chr8&16388047,chr8&17212069,chr20&51833089,chr3&18158419,chr1&183390924,chr1&222558660
222975at7742,chr8&16855838,chr8&17673189,chr20&51917506,chr3&18424447,chr1&184036839,chr1&221702412
229308at7742,chr8&17666679,chr8&18517007,chr20&13783228,chr3&22185192,chr1&191718508,chr1&211749899
212288at7742,chr8&17848636,chr8&18711172,chr20&13141447,chr3&22124268,chr1&191539243,chr1&212035891
267268at7742,chr8&18005860,chr8&18870932,chr17&45379489,chr3&22030538,chr1&191326041,chr1&212365215
416929at7742,chr8&18039603,chr8&18907123,chr17&45396065,chr3&22026983,chr1&191306913,chr1&212432944
409526at7742,chr8&18125961,chr8&18993210,chr20&37785051,chr3&21932239,chr1&191171482,chr1&212597230
39501at7742,chr8&23341630,chr8&24348752,chr17&25590242,chr3&18887518,chr1&185287049,chr1&220094433
23872at7742,chr8&23402517,chr8&24418500,chr17&25611031,chr3&18846689,chr1&185220893,chr1&220151251
435000at7742,chr8&23688028,chr8&24707402,chr17&26608635,chr1&179930749,chr14&57826517,chr13&21176917
331131at7742,chr8&24097478,chr8&25095563,chr20&30937910,chr3&45740712,chr17&13008046,chr6&159662735
288361at7742,chr8&24134149,chr8&25131433,chr20&30931953,chr3&45709545,chr17&12967468,chr6&159726811
346605at7742,chr8&24277033,chr8&25297778,chr17&22531090,chr3&37841545,chr13&12478183,chr1&236462367
341187at7742,chr8&24331944,chr8&25353566,chr11&11319187,chr30&518267,chr9&21002941,chr19&10252254
85263at7742,chr8&24591462,chr8&25607505,chr20&3290452,chr3&33619710,chr17&78919881,chr2&37201764
281858at7742,chr8&24616564,chr8&25631986,chr20&3277735,chr3&33634880,chr17&78937165,chr2&37231706
26714at7742,chr8&25062204,chr8&26110076,chr12&47081783,chr3&37651044,chr13&12187005,chr1&236795704
8874at7742,chr8&25230542,chr8&26282551,chr12&9620245,chr3&37786577,chr13&12395772,chr1&236550902
130337at7742,chr8&26473947,chr8&27550457,chr17&19832793,chr3&36486795,chr13&9877229,chr1&239894312
174858at7742,chr8&27318216,chr8&28406286,chr12&47638604,chr2&85647894,chr1&175601424,chr1&241497828
172079at7742,chr8&27356155,chr8&28446167,chr13&42273048,chr7&7165179,chr1&175632220,chr1&241532325
46728at7742,chr8&28904077,chr8&30084294,chr13&2861265,chr3&31002102,chr17&46202921,chr6&43523868
25839at7742,chr8&29693330,chr8&30856781,chr13&48360950,chr3&9383316,chr17&87975035,chr2&47783234
59584at7742,chr8&29965646,chr8&31145845,chr12&24906309,chr3&9267980,chr17&87672596,chr2&47403192
254818at7742,chr8&30602299,chr8&31813167,chr13&10970755,chr3&25309437,chr17&84626569,chr2&43774139
133255at7742,chr8&30629960,chr8&31848736,chr13&10945512,chr3&25324309,chr17&84658488,chr2&43813116
145949at7742,chr8&30657946,chr8&31880636,chr13&10923961,chr3&25347469,chr17&84683232,chr2&43839054
52093at7742,chr8&30724776,chr8&31937435,chr13&10799474,chr3&25371305,chr17&84705416,chr2&43888600
138885at7742,chr8&31277478,chr8&32458888,chr13&10650667,chr3&25588981,chr17&85028432,chr2&44275536
239108at7742,chr8&31309107,chr8&32511120,chr13&10621439,chr3&25604047,chr17&85064644,chr2&44321356
383748at7742,chr8&33409451,chr8&34676194,chr12&25098448,chr3&26849032,chr17&86984875,chr5&178922064
415972at7742,chr8&33482189,chr8&34748790,chr12&25094986,chr3&26873762,chr17&87025660,chr2&46617283
32983at7742,chr8&33991237,chr8&35170487,chr13&8893474,chr3&25165288,chr17&84372770,chr2&43517260
279816at7742,chr8&35570327,chr8&36817812,chr13&8945431,chr3&24224065,chr17&83831643,chr2&42767437
138116at7742,chr8&37184211,chr8&38544258,chr12&34876768,chr3&23175208,chr17&46801048,chr6&42813349
396303at7742,chr8&37266778,chr8&38627791,chr12&34891628,chr3&23161996,chr17&46890711,chr6&42745033
371106at7742,chr8&37655022,chr8&39043190,chr4&325185,chr3&22956997,chr17&65438125,chr6&42208289
106009at7742,chr8&37666040,chr8&39079334,chr13&31925647,chr3&22937903,chr1&193107543,chr1&209828064
256936at7742,chr8&37941446,chr8&39371918,chr17&25773169,chr3&22715110,chr1&192679205,chr1&210348976
126566at7742,chr8&38524258,chr8&40412554,chr20&26048902,chr3&51943968,chr17&6044114,chr6&158111366
133604at7742,chr8&38553917,chr8&40454456,chr4&5785976,chr3&77927339,chr9&86555314,chr6&83169234
6126at7742,chr8&38575350,chr8&40475658,chr16&33062856,chr3&77938949,chr9&86485466,chr6&83096978
16405at7742,chr8&41215610,chr8&43165544,chr13&35788618,chr3&45356261,chr17&12228100,chr6&161022846
287179at7742,chr8&42975268,chr8&44990604,chr22&25034991,chr3&15472748,chr2&144527864,chr20&18467507
149377at7742,chr8&43001807,chr8&45010987,chr22&25046550,chr3&15498919,chr2&144474924,chr20&18384399
99014at7742,chr8&43055052,chr8&45064147,chr22&25066940,chr3&15523751,chr2&144373597,chr20&18142661
272582at7742,chr8&43127657,chr8&45123245,chr13&33655597,chr3&15562074,chr2&144271980,chr20&17969860
28532at7742,chr8&43960685,chr8&46030650,chr13&8320878,chr3&16642090,chr17&80230542,chr2&38811424
255497at7742,chr8&44067595,chr8&46139911,chr13&8297687,chr3&16619859,chr17&80127716,chr2&38666162
357435at7742,chr8&44411956,chr8&46471054,chr13&7164445,chr3&16497546,chr2&150909719,chr20&25407821
353522at7742,chr8&48578652,chr8&50779472,chr17&12053802,chr3&34033598,chr12&48555304,chr1&246528596
386595at7742,chr8&49659096,chr8&51938766,chr17&11498696,chr3&34734844,chr13&3803754,chr10&5525086
345592at7742,chr8&50021933,chr8&52289733,chr20&3997684,chr3&40666313,chr8&124722184,chr1&230979106
89615at7742,chr8&50033111,chr8&52314366,chr20&3954993,chr3&40630077,chr8&124672083,chr1&230906905
324312at7742,chr8&50087122,chr8&52355314,chr20&3916430,chr3&40593893,chr8&124637908,chr1&230825336
28386at7742,chr8&50216815,chr8&52454308,chr13&39277178,chr3&38524569,chr8&126426972,chr1&234391577
345950at7742,chr8&51011710,chr8&53713016,chr13&1142843,chr3&40804718,chr17&15476020,chr6&170535220
113847at7742,chr8&51868797,chr8&54318961,chr13&6089009,chr3&40857322,chr17&15401762,chr6&170298233
214728at7742,chr8&52413955,chr8&54907747,chr13&5978827,chr3&41221701,chr17&14945099,chr6&169704003
132224at7742,chr8&52480613,chr8&54979213,chr13&35528949,chr3&41241687,chr17&14871275,chr6&169612989
225564at7742,chr8&53923110,chr8&56456952,chr13&6189203,chr3&104403222,chr5&31203081,chr2&27381599
7000at7742,chr8&54115293,chr8&56732158,chr13&2442841,chr3&54492908,chr10&18589581,chr6&138189079
179036at7742,chr8&54653184,chr8&57285293,chr20&36821103,chr3&54130235,chr10&17902213,chr6&139159951
323567at7742,chr8&55761100,chr8&58492426,chr20&37300812,chr3&53103247,chr10&14655700,chr6&142147288
359738at7742,chr8&56817479,chr8&59669413,chr20&37740968,chr3&52558977,chr10&13553266,chr6&143428463
245662at7742,chr8&56845066,chr8&59701680,chr20&37743382,chr3&52541348,chr10&13524885,chr6&143451043
319486at7742,chr8&58964670,chr8&61962382,chr1&53866241,chr3&52393376,chr10&13178886,chr6&143843478
394910at7742,chr8&59668885,chr8&63517194,chr20&19562780,chr1&385534,chr9&109835325,chr3&48294637
304804at7742,chr8&60878317,chr8&65560478,chr23&39775173,chr3&48530482,chr10&3540296,chr6&150369032
311450at7742,chr8&60892544,chr8&65582738,chr20&1278731,chr3&48356873,chr10&7590052,chr6&149820549
196409at7742,chr8&62773575,chr8&67515412,chr17&7795716,chr3&48976762,chr19&12905335,chr6&151405235
196416at7742,chr8&62840858,chr8&67581564,chr20&26387582,chr3&48996750,chr10&4432671,chr6&151452546
223348at7742,chr8&62892920,chr8&67634113,chr17&7811711,chr3&49025366,chr10&4526778,chr6&151573417
326776at7742,chr8&63639094,chr8&68371262,chr13&7044230,chr3&42628784,chr17&6978998,chr6&166929588
315746at7742,chr8&63655460,chr8&68389761,chr15&1750097,chr19&281726,chr5&135053370,chr7&73683626
91440at7742,chr8&63726914,chr8&68469305,chr13&24218196,chr3&40180262,chr8&124021499,chr1&229627634
131898at7742,chr8&63745829,chr8&68488452,chr1&53911932,chr3&40163446,chr8&123997309,chr1&229594297
375593at7742,chr8&63773637,chr8&68516712,chr6&6802582,chr3&15459147,chr2&144600049,chr20&18588073
57179at7742,chr8&65376370,chr8&70336999,chr20&48824145,chr3&3547272,chr2&147013122,chr20&21303399
143678at7742,chr8&67209240,chr8&72301847,chr20&45669197,chr3&16861604,chr2&132530553,chr20&5547661
221061at7742,chr8&67373477,chr8&72481959,chr20&45754441,chr3&17002320,chr2&132805421,chr20&5938535
284666at7742,chr8&67434394,chr8&72528024,chr17&4369017,chr3&17027480,chr2&132846817,chr20&6006247
320379at7742,chr8&69858230,chr8&75011810,KN150051.1&1,chr3&14046446,chr2&136058313,chr20&9514853
131719at7742,chr8&70268061,chr8&75433884,chr13&35474238,chr3&13720062,chr2&136874266,chr20&10405247
158068at7742,chr8&71748792,chr8&76974139,chr1&51203124,chr3&4524307,chr2&140120612,chr20&13751507
253322at7742,chr8&71799459,chr8&77012685,chr1&51221419,chr3&12687939,chr2&140170712,chr20&13785069
112051at7742,chr8&72022298,chr8&77252435,chr13&33813066,chr3&4684844,chr2&140659757,chr20&14325557
264124at7742,chr8&73174118,chr8&78547694,chr13&24380233,chr3&40787236,chr17&15521635,chr6&170577559
61069at7742,chr8&73195120,chr8&78562216,chr1&53919254,chr3&40097108,chr8&123899374,chr1&229441904
163878at7742,chr8&73281660,chr8&78645557,chr1&53701915,chr3&15438105,chr11&22990754,chr2&61868692
109054at7742,chr8&73961857,chr8&79302157,chr17&24331058,chr3&10002801,chr11&21677063,chr2&63362853
59663at7742,chr8&74130704,chr8&79478704,chr1&55010742,chr3&10188732,chr11&21263219,chr2&63893430
354526at7742,chr8&75739949,chr8&81595186,chr13&1125353,chr3&11852224,chr11&17203934,chr2&68157935
238049at7742,chr8&75890767,chr8&81754405,chr13&1061245,chr3&11941458,chr11&16975810,chr2&68365352
342319at7742,chr8&75934631,chr8&81807713,chr1&51610850,chr3&11969815,chr6&87629994,chr2&68467732
371207at7742,chr9&1537943,chr9&2650610,chr17&31622076,chr5&49785279,chr12&110873927,chr14&102348557
250138at7742,chr9&3965865,chr9&4926033,chr17&124514,chr5&57739125,chr12&69168856,chr14&49599021
273271at7742,chr9&4193292,chr9&5163604,chr13&36787841,chr5&58042908,chr12&69966140,chr14&50635183
363461at7742,chr9&4529214,chr9&5501483,chr13&36680538,chr5&57934592,chr12&69737955,chr14&50311843
203861at7742,chr9&4541042,chr9&5512717,chr13&36666968,chr5&57920641,chr12&69692301,chr14&50251862
400935at7742,chr9&4697505,chr9&5674298,chr17&45639347,chr5&57863828,chr12&69579876,chr14&50102706
27308at7742,chr9&4975270,chr9&5963914,KN150326.1&5109,chr5&29687623,chr2&118388709,chr15&39934196
164340at7742,chr9&5231747,chr9&6163131,chr17&31205283,chr5&1137246,chr2&119034926,chr15&40569440
239731at7742,chr9&5334437,chr9&6254654,chr17&53324121,chr5&24741214,chr2&119510698,chr15&41183931
373013at7742,chr9&6361306,chr9&7258805,chr13&33256929,chr5&24793163,chr2&119610319,chr15&41309754
232849at7742,chr9&6379733,chr9&7274854,chr13&33252197,chr5&24796317,chr2&119618803,chr15&41339216
300333at7742,chr9&6403503,chr9&7299249,chr13&33248201,chr5&24811442,chr2&119655643,chr15&41387444
290906at7742,chr9&6597760,chr9&7503874,chr20&28423214,chr5&26683503,chr12&83525209,chr14&72939749
250963at7742,chr9&7311521,chr9&8275817,chr17&48174381,chr5&28194527,chr12&80692879,chr14&69484966
376893at7742,chr9&9014151,chr9&10237824,chr20&28402046,chr5&29068716,chr12&79082404,chr14&67590080
36274at7742,chr9&9035297,chr9&10260212,chr17&37942702,chr5&29014538,chr12&79035894,chr14&67533174
75881at7742,chr9&10302666,chr9&11486325,chr25&13731744,chr11&510445,chr8&95056009,chr16&57697950
430734at7742,chr9&10867093,chr9&12098209,chr17&1064088,chr5&1225181,chr2&119167838,chr15&40764181
