BuscoID,BUSCO_LittleSkate,BUSCO_ThornySkate,BUSCO_Zebrafish,BUSCO_Chicken,BUSCO_Mouse,BUSCO_Human
291403at7742,chr5&43072375,chr5&48341457,chr20&42224122,chr3&63296036,chr10&52417742,
267121at7742,chr5&44933599,chr5&50394007,chr20&40762146,chr11&2494694,chr8&119564039,chr16&84124630
136018at7742,chr5&46801280,chr5&52274372,chr20&39749973,chr3&60216857,chr10&31496166,chr6&125025211
346606at7742,chr5&46919428,chr5&52405933,chr20&39685596,chr3&60126950,chr10&31313415,chr6&125276146
161484at7742,chr5&47336333,chr5&52806065,chr16&40043702,chr3&59791033,chr10&30535113,chr6&125986176
335129at7742,chr5&48253487,chr5&53736468,chr16&5239210,chr3&59269489,chr10&29313667,chr6&127289869
125985at7742,chr5&49596361,chr5&55159964,chr20&2047659,chr3&58113633,chr10&26832833,chr6&129578513
221391at7742,chr5&51652182,chr5&57349555,chr20&35800620,,chr17&43024357,chr6&47232765
337686at7742,chr5&52805139,chr5&58639698,chr20&25440905,chr3&110773296,chr6&81961941,chr2&75632187
270432at7742,chr5&54267596,chr5&60063513,chr17&5202013,chr3&109116687,chr17&44984126,chr6&44932599
109426at7742,chr5&54619970,chr5&60417856,chr17&5061294,chr3&108852976,,chr6&44387824
91759at7742,chr5&54699853,chr5&60501161,chr20&44373255,chr3&108801332,chr17&40934998,chr6&49431728
303403at7742,chr5&55715541,chr5&61565539,chr3&55031942,chr14&12447327,chr11&32221709,chr16&78310
11696at7742,chr5&57321494,chr5&63365810,chr20&38837358,chr3&104340995,chr5&31253335,chr2&27444432
386982at7742,chr5&57772412,,chr20&38674706,chr3&104502293,chr5&31140487,chr2&27309912
126446at7742,chr5&58093614,chr5&64229316,chr20&38544863,chr3&104532744,chr5&31157549,chr2&27326675
58421at7742,chr5&59655995,chr5&65837511,chr17&37163066,chr3&104751820,chr12&3427156,chr2&25742029
127929at7742,chr5&61048488,chr5&67259061,chr4&764437,chr3&104443047,chr5&30869668,chr2&27033016
53273at7742,chr5&61105027,chr5&67320302,chr4&747106,chr3&104451464,chr5&30890166,chr2&27050324
198672at7742,chr5&63300541,chr5&69566182,chr13&32454398,,chr12&10390840,chr2&18555191
37904at7742,chr5&63896895,chr5&70210040,chr13&32580630,chr3&101354992,chr12&8974156,chr2&19913558
391345at7742,chr5&64013558,chr5&70323009,chr20&43776844,chr3&101413710,chr12&8922184,chr2&20033205
291153at7742,chr5&64879223,,chr17&30751365,chr3&101930930,chr12&8220602,chr2&20686903
413390at7742,chr5&68256602,chr5&74814113,chr20&35433339,chr3&104172732,chr12&4817790,chr2&24050691
401756at7742,chr5&68482005,chr5&75037411,chr17&6597704,chr3&109845838,chr17&43534916,chr6&46744643
419468at7742,chr5&68687807,,chr4&303067,chr3&100204556,chr12&11208382,chr2&17816519
84817at7742,chr5&68721183,chr5&75328853,chr4&288633,chr3&100172186,,chr2&17759944
81669at7742,chr5&71128872,chr5&77771563,chr20&33175224,chr3&98936348,chr12&13219498,
6701at7742,chr5&71169659,chr5&77809342,chr20&32905833,chr3&98774986,chr12&13269094,chr2&15275124
135511at7742,chr5&74398411,chr5&81040382,chr17&51682576,chr3&96861650,chr12&17348554,chr2&10572071
130415at7742,chr5&74834980,chr27&14169373,chr17&26949122,chr23&5853438,chr4&135542659,chr1&24322435
169724at7742,chr5&74955400,chr5&81613209,chr20&29514491,chr3&96396291,chr12&24498632,chr2&9843542
322958at7742,chr5&75229664,chr5&81873558,chr17&35239940,chr3&96209833,chr12&21316432,chr2&9474567
377163at7742,chr5&76848243,chr5&83552779,chr17&35362885,chr3&94981486,chr12&26469433,chr2&6849850
326316at7742,chr5&76869215,chr5&83570959,chr17&35357985,chr3&94991681,chr12&26445406,chr2&6877801
122030at7742,chr5&78915439,chr5&85626767,chr17&51232606,chr3&93635193,chr12&28691315,chr2&3387576
337175at7742,chr5&78989934,chr5&85704201,chr17&51262664,chr3&93581758,chr12&28815062,
422508at7742,chr5&81201045,chr5&88021131,chr23&35642426,chr3&92124161,chr12&30576406,chr2&669580
299549at7742,chr5&81661467,chr5&88529025,chr17&30605474,chr3&91876256,chr12&30911581,chr2&218811
195017at7742,chr5&83569344,chr5&90550565,chr13&27298741,chr3&81459206,chr9&78538162,chr6&73595077
121142at7742,chr5&83633222,chr5&90631264,chr20&34671524,chr3&105746721,chr14&65544984,chr8&28093215
300443at7742,chr5&83799494,chr5&90802492,chr20&35247885,chr3&105798189,chr14&65284148,chr8&28445462
53153at7742,chr5&84105895,chr5&91170181,chr20&49941229,chr3&105996442,chr14&65054613,chr8&28716060
392649at7742,chr5&84374299,chr5&91457702,chr13&48748771,chr3&39086382,chr8&125734316,chr1&232950711
176414at7742,chr5&84421385,chr5&91518539,chr13&48759651,chr3&39152425,chr8&125669870,chr1&232805450
300899at7742,chr5&85116069,chr5&92176385,chr13&49154313,chr3&39755766,chr8&125013197,chr1&231527017
2503at7742,chr5&85637295,,,chr3&38019372,chr13&13607786,chr1&235643601
178102at7742,chr5&85735015,chr5&92839161,chr13&49775072,chr3&38124981,chr13&13965517,chr1&235450206
137854at7742,chr5&85760607,chr5&92869632,chr11&44607318,chr3&38148652,chr13&13998089,chr1&235381997
374963at7742,chr5&86013225,chr5&93129619,chr11&44622614,chr3&38280511,chr8&126949235,chr1&235131713
351113at7742,chr5&86482985,chr5&93798633,chr13&50233150,chr3&32128313,chr17&78835541,chr2&37084518
87783at7742,chr5&86667332,chr5&93988608,chr13&351166,chr3&32249798,chr17&78565017,chr2&36729324
131366at7742,chr5&86795825,chr5&94105615,,,,
426882at7742,chr5&86984788,chr5&94279481,chr20&4149551,chr3&40760783,chr8&124839834,chr1&231224279
182480at7742,chr5&87049484,chr5&94348679,chr20&4037252,chr3&39844598,chr8&124898158,chr1&231338384
102222at7742,chr5&87058518,chr5&94357860,chr20&4051861,chr3&39848360,chr8&124892041,chr1&231333348
276691at7742,chr5&87109077,chr5&94413516,chr23&1526672,chr3&46589650,chr10&11429029,chr6&145627416
117571at7742,chr5&87222082,chr5&94525083,chr13&24070833,,,
200462at7742,chr5&87281145,chr5&94587677,chr13&24023077,chr3&40401232,chr8&124370491,chr1&230323425
97588at7742,chr5&87328630,chr5&94652158,chr13&23996668,chr3&40511401,chr8&124520880,chr1&230642607
248028at7742,chr5&87516718,chr5&94814555,chr20&2983521,chr3&48221142,chr10&7792951,chr6&149505453
16779at7742,chr5&87586915,chr5&94895005,chr17&7539069,chr3&46689570,chr10&11151651,chr6&145886691
249652at7742,chr5&87588775,chr5&94892124,chr20&1316801,chr3&48306710,chr10&7667562,chr6&149726969
77231at7742,chr5&87751792,chr5&95024650,chr17&7622958,chr3&46644883,chr10&11289536,chr6&145800106
114807at7742,chr5&87965416,chr5&95232793,chr15&39935897,chr3&57527019,chr17&35028741,chr6&31740467
68016at7742,chr5&88632323,chr5&95902614,chr13&1406659,chr3&86776519,chr1&33762163,chr6&57123204
401745at7742,chr5&88696916,chr5&95953273,chr13&1405042,chr3&86762181,chr1&33746607,chr6&57172698
357329at7742,chr5&88726466,chr5&95978798,chr13&1386251,chr3&86746321,chr1&33723851,chr6&57190204
115007at7742,chr5&89997530,chr5&97338648,chr11&11263588,chr3&85733526,chr1&31186119,chr6&63280021
23457at7742,chr5&90205778,chr5&97502115,chr13&37656055,chr3&85592474,chr1&30803799,chr6&63641125
202512at7742,chr5&94030587,chr5&101506318,chr13&38622154,chr3&83099452,chr1&24678757,chr6&69676158
138435at7742,chr5&94992655,chr5&102563427,chr16&3067232,chr3&77564104,chr4&18844202,chr6&83859783
44653at7742,chr5&98639822,chr5&106445472,chr16&2355457,chr3&69023890,chr10&45578075,chr6&104729662
291326at7742,chr5&99782704,,chr16&7381599,chr3&68247636,chr10&44286090,
177937at7742,chr5&100151100,chr5&108167408,chr17&25564021,chr3&68102064,chr10&43874483,chr6&106629682
75874at7742,chr5&100500761,,chr13&32643099,chr3&67974158,chr10&43493653,chr6&107068704
235735at7742,chr5&100644168,chr5&108746408,chr13&32660786,chr3&67878111,chr10&43326803,
105032at7742,chr5&101174918,chr5&109338869,chr20&32501845,chr3&67569486,chr10&42761765,chr6&107860079
272432at7742,chr5&101313861,chr5&109515991,chr20&32463173,chr3&67542290,chr10&42678984,chr6&108044785
70359at7742,chr5&101792831,chr5&110044812,chr20&32231390,chr3&67151499,chr10&41917062,chr6&108848741
24868at7742,chr5&102119042,chr5&110532429,chr20&33708611,chr3&66860927,chr10&41316247,chr6&109493369
58280at7742,chr5&102285178,chr5&110687816,,chr3&66783678,,chr6&109705007
239772at7742,chr5&102400105,chr5&110820429,,chr3&66710114,chr10&40920276,
145683at7742,chr5&102495165,chr5&110914247,chr20&53368657,chr3&66629521,chr10&40833179,chr6&110180445
293761at7742,chr5&103438089,chr5&112102128,chr20&151732,chr3&66301282,chr10&40223741,
224267at7742,chr5&103861950,chr5&112676310,chr17&24623634,chr3&16850823,chr17&81026571,chr2&39741846
269700at7742,chr5&104589565,chr5&113516295,chr17&22107988,chr3&16200646,chr2&20235045,
227299at7742,chr5&104736250,chr5&113677112,chr17&22072479,chr3&3072723,chr2&127740916,chr2&110123791
299314at7742,chr5&105596477,chr5&114615299,chr17&25187691,chr3&90984422,chr8&14894688,chr8&1771055
68853at7742,chr6&454850,chr6&3912679,chr10&284379,chr1&195106434,chr7&98590690,chr11&76446939
403505at7742,chr6&853139,,,chr1&194367924,,chr11&77839557
119040at7742,chr6&1214854,,chr10&32324974,chr1&195485292,chr7&98887890,chr11&75847363
108553at7742,chr6&1768843,chr6&8425836,chr15&47381459,,chr7&101663811,chr11&72293367
358181at7742,chr6&2117909,chr6&8766998,chr15&4969202,chr1&195964104,chr7&99925302,chr11&74816968
321010at7742,chr6&2156772,chr6&8797073,chr21&21743738,chr1&195879214,chr7&100087772,chr11&74592659
315794at7742,chr6&2987284,chr1&5696270,chr22&16419612,chr4&52892882,chr3&38454044,chr4&124668987
73229at7742,chr6&7311622,chr6&14540942,chr1&29251152,chr1&141655855,chr8&9971043,chr13&108208533
255469at7742,chr6&7339364,chr6&14566158,chr9&5341243,chr1&141639193,chr8&9987405,chr13&108218179
280016at7742,chr6&8852079,chr6&16353626,chr10&34980511,chr1&173700817,chr3&54735584,chr13&36931630
315366at7742,chr6&8878121,chr6&16385349,chr10&35001474,chr1&173691671,chr3&54728778,chr13&37000806
434313at7742,chr6&9630487,,chr10&25942711,chr1&172896715,chr3&45775933,chr17&35377410
150697at7742,chr6&9974009,,chr10&24650850,chr1&172566357,chr3&53464275,chr13&39011365
333716at7742,chr6&10021785,chr6&17553031,chr10&304596,chr1&172557441,chr3&53452397,chr13&39023079
239682at7742,chr6&10459364,chr6&18036281,chr5&24138778,chr1&171849980,chr8&22412745,chr13&40729372
61105at7742,chr6&10662687,,chr10&24680056,chr1&171770412,chr8&22238549,chr13&52377411
273993at7742,chr6&10684547,chr6&18243549,chr10&24660225,chr1&171735097,chr8&22192871,chr13&52415830
317124at7742,chr6&11078955,chr6&18618751,,chr1&126518304,chrX&152782043,chrX&9725936
255423at7742,chr6&12428770,chr6&20368315,chr1&27976153,chr1&167058198,chr14&79590864,chr13&52652306
63922at7742,chr6&16092832,chr6&24671262,chr11&42915077,chr1&163198095,chr14&88467004,chr13&61411243
79715at7742,chr6&16467164,chr6&25080681,chr1&474287,chr1&144193687,chr1&44148063,chr13&102846267
398727at7742,chr6&16659518,chr6&25228883,chr9&27393545,chr1&144243114,chr1&44086890,chr13&102766154
174607at7742,chr6&16669303,chr6&25242341,chr9&27381586,chr1&84518158,chr16&44724363,chr3&113005536
332775at7742,chr6&17356945,chr6&26091564,chr21&22828674,chr1&184057926,chr9&8022416,chr11&102056000
293313at7742,chr6&18871226,chr6&27613882,chr17&12408460,chr3&104472011,chr5&30921916,chr2&27087260
120857at7742,chr6&19377954,chr11&39052998,chr15&3894057,,chr9&13601182,chr11&96075070
414653at7742,chr6&19998178,chr6&28764440,chr5&23569730,chr1&186783199,chr9&14501924,
360791at7742,chr6&20370407,chr6&29073637,chr15&2852160,chr1&186933356,chr9&14781150,chr11&94496694
140310at7742,chr6&20380837,,chr15&2857874,chr1&186935871,chr9&14785509,chr11&94440880
103731at7742,chr6&20941417,chr6&29645847,,chr1&187092126,chr9&15260982,chr11&93784514
48106at7742,chr6&20983913,chr6&29677807,chr15&420746,chr1&187142284,chr9&15332899,chr11&93661639
222957at7742,chr6&24094768,chr6&33101120,chr15&43587012,chr1&189543455,chr7&88278203,chr11&88278874
211842at7742,chr6&24600105,,chr10&25313296,chr1&189834882,,chr11&87282591
155795at7742,chr6&24918493,chr6&33936633,KN150617.1&66632,chr1&190013258,chr7&89404687,chr11&86938083
367717at7742,chr6&25260599,chr6&34314933,chr1&36849,chr1&191773053,chr7&89918953,chr11&86302449
203180at7742,chr6&25280400,,chr1&27803,chr1&191746131,,chr11&86245272
382456at7742,chr6&25661757,chr6&34747737,chr10&29270150,chr1&191530527,chrX&159569508,chr11&85647992
22275at7742,chr6&26541039,chr6&35659734,chr21&22879015,chr1&190407769,chr7&92644562,chr11&83157440
352847at7742,chr6&26638752,chr6&35754569,chr15&11290642,chr1&190338339,chr7&92819991,
345605at7742,chr6&29554141,chr6&38856965,chr9&7276299,chr1&133810847,chr1&37879268,chr2&99169375
396678at7742,chr6&29574171,chr6&38874530,chr9&21824829,chr1&133813732,,chr2&99181261
369390at7742,chr6&29595357,chr6&38892780,chr9&21820531,chr1&133849759,chr12&69106811,chr4&56742295
32511at7742,chr6&29706710,chr6&38987749,chr9&21787552,chr1&133893345,chr1&38053087,chr2&99401241
223375at7742,chr6&29883255,chr6&39162831,chr1&28031582,chr1&134409673,chr1&38865498,chr2&100393245
287723at7742,chr6&30243198,chr6&39519762,chr9&56235467,chr1&134748796,chr1&39536004,chr2&101253145
330054at7742,chr6&31225232,chr6&40509630,chr9&6937447,chr1&135338182,chr1&40773753,chr2&102710749
278895at7742,chr6&32862499,,,,,
243836at7742,chr6&32979738,chr6&42282244,chr6&14975797,chr1&136339139,chr1&42845004,chr2&105038093
75797at7742,chr6&33107742,chr6&42404253,chr6&15037090,chr1&136395955,chr1&43049659,chr2&105267383
382893at7742,chr6&33153692,chr6&42446284,chr9&6601889,chr1&136427124,chr1&43098764,chr2&105337588
211156at7742,chr6&33444925,chr6&42713622,chr9&6288037,chr1&136727946,chr1&43750231,chr2&106094026
154805at7742,chr6&34211230,chr6&43513741,chr9&56133636,chr1&137823933,chr10&58602862,chr2&108896907
304775at7742,chr6&36377565,chr6&45785315,chr15&44440234,chr1&182414225,chr9&4296675,chr11&106077711
140683at7742,chr6&36763989,chr6&46232595,chr15&44299085,chr1&181960650,chr9&3408898,chr11&107326910
122793at7742,chr6&36820549,chr6&46290870,chr16&42155126,chr1&181892939,chr9&3328457,chr11&107504658
106667at7742,chr6&36894204,chr6&46383228,chr15&47833230,chr1&182445913,chr9&4316851,chr11&106052850
40997at7742,chr6&37157819,chr6&46645596,chr15&25528441,chr1&181650846,chr9&53537152,chr11&108158942
285488at7742,chr6&39120942,chr6&48674535,chr9&21383738,chr1&180188530,chr14&57275449,chr13&20404129
79344at7742,chr6&39174906,chr6&48726334,chr9&21361275,chr1&180137983,chr14&57430544,chr13&20579268
387408at7742,chr6&39248245,chr6&48800945,chr9&21359229,chr1&180126997,chr14&57549743,chr13&20729080
35547at7742,chr6&39290936,,chr9&21316767,chr1&180062027,,
397274at7742,chr6&39432706,chr6&49012837,chr9&21267007,chr1&179947566,,chr13&21140610
330064at7742,chr6&39459331,chr6&49030673,chr9&21258481,chr1&179931629,chr14&57807444,chr13&21155349
903at7742,chr6&40750606,chr6&50393814,chr15&9370988,chr1&178938146,chr14&61173205,chr13&23330136
145938at7742,chr6&41290957,chr6&50958882,chr24&25069753,chr1&178476496,chr14&60378358,chr13&25169604
107971at7742,chr6&41327060,,chr24&25032534,chr1&178421366,chr14&60265338,chr13&25249232
289598at7742,chr6&41355895,chr6&51029656,chr24&25008776,chr1&178384788,chr14&60219989,chr13&25301774
305344at7742,chr6&42332975,chr6&51968731,chr5&67974083,chr1&177590121,chr5&146955594,chr13&27435675
107107at7742,chr6&42798894,chr6&52413810,chr24&21720576,chr1&177274173,chr5&147519244,chr13&28157312
396665at7742,chr6&43963950,chr6&53639110,chr10&36458626,chr1&176417252,chr5&149265643,chr13&30736033
107720at7742,chr6&44622016,chr6&54321517,chr15&31909791,chr1&175900572,chr5&150522600,chr13&32316461
245611at7742,chr6&45527303,chr6&55220628,chr10&34024310,chr1&175227945,chr5&151642912,chr13&33818179
262790at7742,chr6&47277264,chr6&57024946,chr6&59985816,chr1&147857916,chr14&118137193,chr13&94601928
260439at7742,chr6&47332644,chr6&57080419,,chr1&147878370,chr14&118097642,chr13&94574782
94127at7742,chr6&57425250,chr6&67537070,chr1&4546227,chr1&152610983,chr14&108911187,chr13&83879417
176601at7742,chr6&62338231,chr6&72683501,chr6&4529039,chr1&154873200,chr14&104478767,chr13&78615580
817at7742,chr6&63833110,,chr9&17040086,chr1&155571764,chr14&103105480,chr13&77041942
258712at7742,chr6&63981182,chr6&74252841,chr9&16854121,chr1&155833372,chr14&103070346,chr13&76992039
139653at7742,chr6&65925261,chr6&76313239,chr1&34641764,chr1&157485583,chr14&99100778,chr13&72783470
190917at7742,chr6&66072524,,chr1&30723704,chr1&157616836,chr14&99047316,chr13&72727843
268420at7742,chr6&72927765,chr6&83531046,chr13&31390386,chr8&5470877,chr1&163996112,chr1&169792577
342286at7742,chr6&74082688,chr6&84697270,chr9&31089649,chr1&146064172,chr14&121911616,chr13&99254877
269163at7742,chr6&74188853,,chr1&30540549,,,
253661at7742,chr6&74506206,chr6&85115358,chr9&31204770,chr1&145752928,chr14&122351660,chr13&99839131
94359at7742,chr6&75091081,chr6&85703686,chr9&31497978,,chr14&122919995,chr13&100604994
12613at7742,chr6&75165765,,chr9&31589539,chr1&144950451,,
169126at7742,chr6&75406667,chr6&86009884,chr9&31752759,chr1&144803643,,
197883at7742,chr6&76022798,chr6&86624608,chr9&5898659,chr1&93900185,chr3&96871388,chr1&145608134
9579at7742,chr6&76200145,chr6&86812730,chr24&21182470,chr1&80037807,chr16&44184997,chr3&113647173
376151at7742,chr6&76222126,chr6&86838440,chr24&21169180,chr1&79997684,chr16&44140104,chr3&113715382
327369at7742,chr6&77333045,chr6&87917485,chr9&8899043,chr1&140454929,chr8&11497653,chr13&110615675
334381at7742,chr6&77407024,NW_022630695.1&44620,chr1&39981842,chr4&39812394,chr8&47659646,chr4&183505196
60870at7742,chr6&78085539,chr6&88639131,chr1&46405473,chr1&139263988,chr8&12615138,chr13&112485993
310011at7742,chr6&79791025,chr6&90334049,chr18&2603874,chr1&196379594,chr7&25416545,chr11&73377363
44104at7742,chr6&80524734,chr6&91047552,chr15&15251130,chr1&196053447,chr7&100363246,chr11&74029419
132010at7742,chr6&80693910,chr6&91211477,chr15&14676120,chr1&196016216,chr7&100285533,chr11&74267248
435429at7742,chr6&80804512,chr6&91338812,chr15&11427721,chr1&194303620,chr7&97400189,chr11&78069987
142074at7742,chr6&80816716,chr6&91354424,chr21&22892894,chr1&194292701,chr7&97369626,chr11&78100964
140367at7742,chr6&81371518,chr6&91955441,chr9&7095952,,chr1&37444659,chr2&98625566
345264at7742,chr6&81499003,chr6&92094849,chr6&3985153,chr1&133610663,chr1&37411641,chr2&98609709
432680at7742,chr6&81517989,chr6&92114784,chr9&7081732,chr1&133608893,chr1&37420586,chr2&98600752
104543at7742,chr6&85043141,,chr6&37864086,chr1&131971214,chr7&56277349,chr15&27954783
373281at7742,chr6&85580953,chr6&96618682,chr6&37745972,chr1&131748750,chr7&55967337,chr15&22806424
49776at7742,chr6&85742402,chr6&96785554,chr6&37625787,chr1&131653636,chr7&55794195,chr15&22999820
225646at7742,chr6&86045627,chr6&97064710,chr6&37515540,chr1&131506921,chrX&20364736,chrX&46837101
229590at7742,chr6&86311758,chr6&97368647,chr6&37442177,chr1&131359559,chr5&110104021,chrX&305074
365702at7742,chr6&89601454,chr2&25017989,chr5&12565535,chr15&10179841,chr3&59318466,chrX&3309716
264320at7742,chr7&59887,,chr9&24116889,chr7&11020939,chr1&57388496,chr2&199933067
102917at7742,chr7&2003195,,chr9&27876154,chr9&540876,chr9&99495728,chr3&138197298
161167at7742,chr7&2083904,chr7&2656043,chr9&27860655,chr9&611656,chr9&99575929,chr3&138161889
63198at7742,chr7&2212534,chr7&2782923,chr6&9090605,chr4&91054704,chr2&130424577,chr20&2840775
137629at7742,chr7&2357038,chr7&2931001,chr9&27741534,chr9&4523534,chr16&22818414,chr3&186551150
95166at7742,chr7&2460815,chr7&3146562,chr9&27720470,chr1&197561125,chr2&121138540,chr15&43328429
8757at7742,chr7&4215909,chr7&4985796,chr9&32074453,chr7&13813684,chr1&65179233,chr2&208271520
190989at7742,chr7&5381300,chr27&30095870,chr6&9631183,chr7&11974415,chr7&13178903,
21841at7742,chr7&6273281,chr8&60595084,,chr3&80807502,chr9&79608416,chr6&75094151
336790at7742,chr7&7630254,chr7&8655763,chr9&48819279,chr7&18928749,chr2&69194421,chr2&168871431
342301at7742,chr7&8235897,chr7&9334847,chr9&48376013,chr1&191548877,chr7&90426584,chr11&85668651
160770at7742,chr7&8552781,chr7&9711414,chr9&38642748,chr7&27987368,chr16&33533301,chr3&125083890
243425at7742,chr7&9044513,chr7&10214400,chr9&24205382,chr7&11009111,,chr2&199911439
22898at7742,chr7&10530604,chr7&11683550,chr9&32162265,chr7&10185278,chr1&54987334,chr2&197392303
73001at7742,chr7&10782872,chr7&11914770,chr9&24126223,chr7&10027482,chr1&54480706,chr2&196841234
70459at7742,chr7&10946795,chr7&12070004,chr1&6244003,chr7&9992734,,chr2&196764563
224692at7742,chr7&11621890,chr7&12780377,chr9&24930641,chr7&9647021,chr1&46809953,chr2&195678068
95927at7742,chr7&15394746,chr7&16677515,chr9&40966318,chr7&293226,chr1&53189334,chr2&189791810
245056at7742,chr7&15505617,chr7&16791851,chr9&41040412,chr7&341598,chr1&53310736,chr2&189750578
136457at7742,chr7&15630591,chr7&16922450,chr9&41083301,chr7&352612,chr1&53344730,chr2&189666133
100658at7742,chr7&15754413,chr7&17039925,chr9&41120335,chr7&428113,chr1&45795522,chr2&189441493
290213at7742,chr7&19227143,chr7&20807846,chr9&12263380,chr7&2232528,,chr2&183128298
62525at7742,chr7&19581082,chr7&21176219,chr9&44870478,chr7&13876599,chr2&80317396,chr2&182718087
46928at7742,chr7&20217357,chr7&21846003,,chr7&14158132,chr2&79635540,chr2&181892067
201876at7742,chr7&20479823,chr7&22145881,chr4&27919334,chr7&14267355,chr2&79332575,chr2&181538184
98464at7742,chr7&21608974,chr7&23343191,chr9&43150787,chr7&15032364,chr2&77187131,chr2&179109899
294082at7742,chr7&21875217,chr10&62727811,chr8&18518238,chr8&19269797,chr3&152237566,chr1&77914014
261158at7742,chr7&22183924,chr7&23953136,chr6&11412528,chr7&15406525,chr2&76650422,chr2&178453410
115042at7742,chr7&22733592,chr7&24463764,chr9&1589757,chr7&15718964,chr2&75832291,chr2&177413963
197724at7742,chr7&22861047,chr7&24617975,chr9&1650933,chr7&15814896,chr2&75675961,chr2&177230785
324567at7742,chr7&23465469,chr7&25222338,chr6&10872073,chr7&16208679,chr2&74847192,chr2&176311606
265531at7742,chr7&26749104,chr7&28604054,chr9&48284923,chr7&18673476,chr2&69647284,chr2&169479554
82448at7742,chr7&26786258,chr7&28643698,chr9&48239687,chr7&18627082,chr2&69687045,chr2&169529825
270327at7742,chr7&26834680,chr7&28703278,chr6&3692749,chr7&18617871,,
227544at7742,chr7&26920453,chr7&28788985,chr9&48186660,chr8&4633373,chr8&75711593,
152020at7742,chr7&26966039,chr7&28839410,chr9&48134394,chr7&18586811,chr2&69823788,chr2&169735015
279400at7742,chr7&26978708,chr7&28839602,chr6&3717635,chr7&18577037,chr2&69863250,
376681at7742,chr7&26990481,chr7&28861311,chr9&48123580,chr7&18573418,chr2&69871278,chr3&126623524
12004at7742,chr7&27026272,chr7&28899601,,chr7&18479329,chr2&69897295,chr2&169869670
145137at7742,chr7&28123251,chr7&30063502,chr9&3501224,chr7&18022132,chr2&71055994,chr2&171434578
74281at7742,chr7&28968080,chr7&30911067,chr6&9268961,chr7&27378650,chr16&34690658,chr3&123925388
103640at7742,chr7&31074578,,chr6&12380923,chr7&36066562,chr2&57285618,chr2&156476106
71963at7742,chr7&31382418,chr7&33359984,chr9&5207951,chr7&36181549,chr2&57998390,chr2&157258083
205835at7742,chr7&31644839,chr7&33660864,,chr7&36313079,,
184910at7742,chr7&32312280,,chr6&11781972,chr7&36688343,chr2&60228930,chr2&159729023
380303at7742,chr7&32840206,chr7&34889063,chr9&51521514,chr7&21453978,chr2&61613700,chr2&161211433
286295at7742,chr7&32945293,chr7&34993619,chr11&10832441,chr7&21376403,chr2&61749664,
385039at7742,chr7&35757522,chr7&37908348,chr9&24026349,chr7&2709489,chr1&66700907,chr10&103245997
159879at7742,chr7&35778874,chr7&37933819,chr22&12770906,chr7&6813404,chr10&76575706,chr21&46136987
16347at7742,chr7&36123146,chr7&38266263,chr9&38448946,chr7&6853871,chr10&76468860,chr21&46235268
400196at7742,chr7&36179852,chr7&38330012,,chr7&6880818,chr10&76463233,chr21&46286914
203960at7742,chr7&36872866,chr7&39101003,chr6&9664588,chr7&11777160,chr1&59685182,chr2&202265942
124028at7742,chr7&40570818,chr7&42839840,chr1&5485897,chr7&4368982,chr1&71557256,chr2&215312143
93231at7742,chr7&43595522,,chr9&28151242,chr7&12036601,chr1&64869641,chr2&207891592
273631at7742,chr7&44094424,chr7&46606285,chr1&6218788,chr7&12390902,chr1&63699009,chr2&206738483
34233at7742,chr7&44307013,chr7&46860585,chr6&8652857,chr7&5902068,chr1&87945638,chr2&233477392
80163at7742,chr7&44498673,chr7&47065539,chr6&4185107,chr7&11462600,chr1&58903504,chr2&201380543
165456at7742,chr7&45987567,chr7&48546216,chr6&20646201,chr7&6682721,chr10&77021973,chr21&45515658
414197at7742,chr7&46789746,,chr22&12699390,chr7&7218277,chr10&77488350,
207782at7742,chr7&47143827,chr7&49755305,chr9&40851088,chr7&6883084,chr10&77259323,chr21&45265482
300687at7742,chr7&47371905,chr7&49971402,chr1&6226108,chr7&12380255,chr1&63731487,chr2&206765188
142117at7742,chr7&48485373,chr7&51159714,,chr7&11323220,chr1&58464204,chr2&200911301
364611at7742,chr7&48546452,chr7&51255258,chr1&6648729,chr7&4618497,chr12&36090482,chr20&3276183
172631at7742,chr7&48977495,chr7&51683423,chr6&9952790,chr7&13668815,chr1&60343386,chr2&203239063
325125at7742,chr7&49377057,chr7&52088410,chr9&45673885,chr7&6003693,chr1&91540838,chr2&238415549
303740at7742,chr7&50565467,chr7&53271560,chr9&23740661,chr7&6560312,chr1&92445899,chr2&239988243
140588at7742,chr7&52122994,chr7&54927592,chr9&52411628,chr2&46118872,chr13&19650754,chr7&37850267
97786at7742,chr7&52752905,chr7&55574010,chr9&38502686,chr7&28207851,chr16&33058761,chr3&197960222
128562at7742,chr7&54713635,chr7&57528432,chr9&38353785,chr7&28878135,chr1&121431216,chr2&117920343
262798at7742,chr7&56687781,chr7&59528064,,chr7&29638833,chr1&125561245,chr2&113717775
234228at7742,chr7&57962681,chr7&60939292,chr9&23244762,chr7&30438623,chr1&127729486,chr2&134839662
51094at7742,chr7&58110067,chr7&61073466,,chr7&30501375,chr1&127872659,chr2&135073825
157863at7742,chr7&58638507,,chr9&10699406,chr7&30683685,chr1&128366672,chr2&135907316
202675at7742,chr7&64762124,,chr9&25861159,chr7&33115224,,chr2&143947052
212696at7742,chr7&67572369,chr7&70993119,chr6&1748532,chr7&34555582,chr2&48902526,chr2&147931821
